UID,Account Open Date,Arrears Balance,Last Payment Date,Last Collections Action,Mobile Flag,Email Flag,dp1 Result Code,dp1 IVA/CCJ Flag,dp1 Score,dp1 Deceased Flag,dp1 Mobile Flag,dp1 Email Flag,dp1 Latest Residency Confirmation Date,dp2 Council Tax Band,dp2 Occupancy Style,dp3 Match Type,dp3 Match Level,dp3 Score,dp3 Mobile Flag,dp3 Email Flag,dp3 Latest Residency Confirmation Date
233055916,20/03/1997,34,12/03/2025,SMS,Y,N,Unmatched,,,,,,,C,Owner,Forwarding Address,8,974,Y,Y,27/11/2019
261904985,17/11/1999,2584,08/11/2024,Phone,N,N,Forwarding Address,N,31,N,N,Y,27/10/2024,E,Owner,Resident,2,511,Y,Y,18/09/2025
363879996,13/10/2001,,23/03/2025,Email,N,Y,Resident,N,83,N,N,Y,27/03/2025,C,Private Renter,Resident,4,499,Y,Y,22/09/2024
948003049,30/09/2000,71,04/04/2025,SMS,Y,N,Resident,N,87,N,Y,Y,03/04/2025,B,Private Renter,Resident,1,986,Y,Y,03/10/2025
286844148,13/06/1997,82,06/04/2025,SMS,Y,N,Unmatched,,,,,,,,Owner,Forwarding Address,4,952,Y,Y,08/01/2025
957994679,30/01/2006,1192,04/02/2025,Phone,N,N,Resident,N,66,N,N,N,02/01/2025,C,Social Renter,Resident,4,847,Y,N,17/09/2024
651745176,16/09/2003,2963,24/11/2024,Phone,N,N,Unmatched,,,,,,,,Social Renter,Unmatched,,,,,
485641868,30/06/2002,,11/03/2025,Phone,N,N,Resident,N,81,N,N,Y,04/04/2025,E,Private Renter,Resident,5,406,Y,Y,09/01/2024
976000380,13/06/2012,4794,30/06/2019,Letter,N,N,Resident,Y,1,N,Y,N,18/08/2020,E,Social Renter,Resident,5,141,Y,N,19/11/2023
654801623,03/07/1995,520,30/03/2025,Phone,N,N,Deceased,N,0,Y,Y,Y,03/03/2025,B,Owner,Deceased,,,Y,Y,
879537264,04/02/2009,2302,27/02/2025,Email,N,Y,Resident,N,58,N,N,Y,31/08/2024,B,Owner,Unmatched,,,,,
356089749,12/03/1998,4338,02/11/2024,Letter,N,N,Resident,N,0,N,N,N,13/08/2022,E,Social Renter,Resident,6,155,Y,Y,29/12/2023
777152916,22/06/2008,1928,14/03/2025,Email,N,Y,Forwarding Address,N,70,N,N,Y,18/02/2025,E,Owner,Forwarding Address,4,873,Y,N,17/11/2024
697182149,11/01/2004,728,21/03/2025,Email,N,Y,Resident,N,95,N,Y,Y,14/03/2025,A,Private Renter,Resident,3,865,Y,Y,15/07/2025
717062913,28/09/1995,70,16/03/2025,SMS,Y,N,Unmatched,,,,,,,A,Owner,Resident,5,987,Y,Y,22/02/2024
397494070,20/02/2010,1867,01/12/2024,SMS,Y,N,Resident,N,78,N,Y,N,16/01/2025,,Private Renter,Deceased,,,Y,Y,
661888095,16/12/2014,6,31/03/2025,Email,N,Y,Resident,N,87,N,Y,N,04/04/2025,B,Owner,Resident,5,950,Y,Y,30/04/2024
698008219,30/10/2006,1596,15/12/2024,Email,N,Y,Resident,N,66,N,N,N,29/01/2025,E,Private Renter,Resident,2,764,Y,Y,23/09/2025
423668720,02/07/2014,18,06/04/2025,SMS,Y,N,Resident,N,87,N,Y,Y,31/03/2025,A,Owner,Resident,2,960,Y,Y,29/09/2025
199112152,04/02/1999,,,Email,N,Y,Resident,N,78,N,N,N,05/04/2025,D,Social Renter,Resident,4,924,Y,Y,29/12/2024
854337778,21/09/2005,3220,30/06/2023,Letter,N,N,Deceased,N,0,Y,Y,N,12/03/2023,E,Private Renter,Deceased,,,Y,Y,
391738929,27/12/2006,76,,SMS,Y,N,Deceased,N,0,Y,Y,Y,25/03/2025,A,Owner,Deceased,,,Y,Y,
551187389,27/01/2004,55,05/04/2025,SMS,Y,N,Resident,N,96,N,Y,Y,14/03/2025,A,Owner,Resident,7,977,Y,Y,08/07/2021
333630483,11/11/2016,696,22/03/2025,SMS,Y,N,Resident,N,90,N,Y,Y,29/03/2025,B,Private Renter,Resident,8,953,Y,Y,08/08/2021
442506900,04/02/1997,333,03/03/2025,SMS,Y,N,Resident,N,84,N,Y,N,28/03/2025,C,Social Renter,Resident,2,851,Y,Y,25/09/2025
342153304,30/10/2010,1679,11/03/2025,SMS,Y,N,Resident,N,76,N,N,N,03/02/2025,D,Owner,Resident,6,782,N,N,07/07/2023
810086920,09/06/2016,,19/03/2025,Letter,N,N,Resident,N,81,N,N,Y,19/03/2025,A,Social Renter,Resident,3,366,N,Y,12/03/2025
144732605,24/07/2016,1293,,Email,N,Y,Resident,N,60,N,N,Y,02/03/2025,B,,Resident,1,767,Y,Y,03/10/2025
648766298,19/05/2003,2007,23/09/2024,Phone,N,N,Deceased,N,0,Y,Y,N,16/08/2024,E,Social Renter,Deceased,,,Y,Y,
307343641,19/04/2013,,01/04/2025,Email,N,Y,Resident,N,17,N,Y,N,11/03/2025,B,Private Renter,Resident,1,267,N,Y,03/10/2025
105185108,05/03/2008,,04/04/2025,Email,N,Y,Resident,N,32,N,Y,Y,01/04/2025,D,Private Renter,Resident,5,702,Y,N,14/04/2024
198428699,03/02/2013,1512,04/12/2024,SMS,Y,N,Forwarding Address,N,70,N,Y,Y,22/02/2025,D,,Forwarding Address,8,832,Y,N,02/02/2023
209213497,15/05/2015,87,27/03/2025,Email,N,Y,Resident,N,96,N,Y,N,02/04/2025,A,Owner,Resident,9,966,Y,N,05/11/2018
151114404,01/05/2009,4249,01/03/2025,Letter,N,N,Resident,Y,6,N,Y,N,14/12/2021,,Social Renter,Resident,5,247,Y,Y,02/02/2024
542240545,24/09/1996,1162,17/11/2024,Email,N,Y,Resident,N,67,N,N,Y,18/12/2024,C,Owner,Resident,5,798,N,Y,21/09/2023
858009336,03/02/2011,,25/03/2025,Letter,N,N,Resident,N,46,N,N,Y,25/03/2025,F,Private Renter,Unmatched,,,,,
748979857,15/02/2016,1221,15/01/2025,Email,N,Y,Unmatched,,,,,,,E,Social Renter,Unmatched,,,,,
944657714,14/02/2008,56,16/03/2025,SMS,Y,N,Resident,N,85,N,Y,Y,04/04/2025,B,Private Renter,Resident,7,990,Y,Y,12/08/2024
939506997,19/07/1997,,24/03/2025,SMS,Y,N,Resident,N,6,N,N,N,21/03/2025,C,Owner,Resident,6,658,Y,Y,26/06/2022
487116334,02/08/2009,59,31/03/2025,SMS,Y,N,Unmatched,,,,,,,C,Private Renter,Forwarding Address,2,973,Y,Y,02/10/2025
179004913,08/02/2012,2939,14/09/2024,Phone,N,N,Resident,N,29,N,N,N,27/01/2025,D,Social Renter,Resident,4,534,Y,Y,19/03/2025
173612550,28/04/1996,29,30/03/2025,SMS,Y,N,Resident,N,88,N,Y,Y,07/04/2025,C,Owner,Resident,8,957,Y,Y,10/01/2023
736712574,16/08/2011,3039,15/12/2024,Letter,N,N,Deceased,N,0,Y,N,N,31/03/2023,D,Social Renter,Deceased,,,Y,Y,
628530051,02/02/2017,639,11/03/2025,SMS,Y,N,Resident,N,76,N,Y,N,03/03/2025,D,Social Renter,Resident,7,887,Y,N,13/01/2023
632910038,18/03/2006,2666,28/02/2025,Email,N,Y,Resident,N,53,N,N,Y,08/11/2024,F,Owner,Resident,5,522,Y,N,02/04/2024
885383458,28/10/2007,3688,10/01/2024,Phone,N,N,Unmatched,,,,,,,F,Social Renter,Unmatched,,,,,
844406256,19/08/2007,96,13/03/2025,Phone,N,N,Resident,N,95,N,Y,Y,23/03/2025,F,,Resident,5,960,Y,Y,05/07/2024
251629879,15/11/2017,3321,21/09/2024,Letter,N,N,Unmatched,,,,,,,E,Private Renter,Unmatched,,,,,
387161185,05/07/2012,1852,02/03/2025,Phone,N,N,Unmatched,,,,,,,C,Social Renter,Resident,5,773,Y,Y,31/12/2023
725539212,01/04/2009,,20/03/2025,Email,N,Y,Forwarding Address,N,44,N,N,Y,02/04/2025,F,,Resident,1,398,Y,Y,03/10/2025
950979079,15/10/2001,2804,02/02/2025,Letter,N,N,Resident,N,31,N,N,N,15/09/2024,E,Social Renter,Resident,5,557,Y,Y,09/08/2024
343565799,14/12/2009,58,18/03/2025,SMS,Y,N,Unmatched,,,,,,,B,Owner,Unmatched,,,,,
661650397,24/05/2003,2227,13/11/2024,Email,N,Y,Resident,N,27,N,Y,N,17/12/2024,E,Owner,Resident,5,681,N,Y,09/11/2023
663034289,17/08/2003,939,01/03/2025,Email,N,Y,Resident,N,78,N,Y,N,02/03/2025,B,,Resident,9,881,Y,Y,07/05/2022
815312562,31/12/2007,1865,04/12/2024,Email,N,Y,Resident,N,68,N,N,N,16/12/2024,D,Owner,Unmatched,,,,,
420953415,26/10/2001,468,26/02/2025,Email,N,Y,Resident,N,87,N,Y,Y,15/02/2025,E,Owner,Resident,9,886,Y,N,04/09/2019
554005864,18/11/2007,92,29/03/2025,SMS,Y,N,Unmatched,,,,,,,A,Owner,Unmatched,,,,,
301809403,05/04/1997,1407,24/11/2024,SMS,Y,N,Deceased,N,0,Y,N,N,10/01/2025,F,Owner,Deceased,,,Y,N,
256347952,12/01/1997,84,31/03/2025,SMS,Y,N,Unmatched,,,,,,,A,Owner,Unmatched,,,,,
251370646,31/10/1997,1799,15/02/2025,SMS,Y,N,Resident,N,53,N,N,N,03/02/2025,C,Owner,Resident,1,825,Y,Y,03/10/2025
907054865,10/05/2001,77,06/04/2025,SMS,Y,N,Forwarding Address,N,87,N,Y,Y,04/04/2025,A,Private Renter,Resident,3,967,Y,Y,22/03/2025
119930934,23/05/2002,33,24/03/2025,SMS,Y,N,Unmatched,,,,,,,A,Private Renter,Resident,4,969,Y,Y,18/09/2024
499622775,25/07/2010,39,10/03/2025,SMS,Y,N,Resident,N,85,N,Y,N,15/03/2025,C,Owner,Resident,3,950,Y,Y,28/05/2025
444355405,22/12/1999,78,13/03/2025,SMS,Y,N,Resident,N,98,N,Y,Y,24/03/2025,A,Private Renter,Resident,8,972,Y,Y,23/05/2022
577758674,23/07/2008,4432,15/07/2021,Letter,N,N,Resident,Y,7,N,N,N,22/02/2020,E,Social Renter,Resident,2,139,Y,Y,02/10/2025
571219773,15/01/1999,3080,,Email,N,Y,Unmatched,,,,,,,F,Social Renter,Unmatched,,,,,
285732130,26/04/2000,695,,Email,N,Y,Resident,N,80,N,N,N,07/03/2025,B,Social Renter,Resident,2,846,Y,Y,24/09/2025
718111156,13/03/2012,2523,06/02/2025,Email,N,Y,Unmatched,,,,,,,E,Private Renter,Resident,6,510,Y,Y,09/11/2021
894354121,04/09/2008,822,25/02/2025,SMS,Y,N,Resident,N,86,N,Y,N,27/02/2025,A,Private Renter,Resident,9,893,Y,Y,31/05/2021
921178149,16/02/2014,167,,Email,N,Y,Resident,N,84,N,Y,Y,22/02/2025,B,Owner,Unmatched,,,,,
282301048,14/03/2013,17,,Email,N,Y,Resident,N,99,N,Y,Y,27/03/2025,,Owner,Resident,6,986,Y,N,20/08/2022
863847198,15/06/2006,156,16/03/2025,Email,N,Y,Unmatched,,,,,,,D,Owner,Unmatched,,,,,
312593657,09/07/2018,75,14/03/2025,SMS,Y,N,Resident,N,96,N,Y,Y,01/04/2025,A,Private Renter,Resident,8,950,Y,Y,10/08/2021
258568966,26/01/2002,2038,,Email,N,Y,Resident,N,42,N,Y,N,21/12/2024,,Owner,Resident,9,707,Y,N,27/12/2019
326501297,24/03/2018,,07/04/2025,Letter,N,N,Unmatched,,,,,,,F,Social Renter,Deceased,,,Y,Y,
745133409,30/06/2012,64,06/04/2025,SMS,Y,N,Unmatched,,,,,,,D,Owner,Unmatched,,,,,
498595799,18/08/2008,51,03/04/2025,SMS,Y,N,Forwarding Address,N,93,N,Y,Y,14/03/2025,,Owner,Resident,4,989,Y,Y,17/10/2024
266536571,30/03/2011,23,21/03/2025,SMS,Y,N,Resident,N,89,N,Y,N,14/03/2025,B,Owner,Resident,6,960,Y,Y,20/05/2022
681586889,15/02/2013,3045,12/06/2023,Email,N,Y,Resident,N,27,N,N,Y,19/05/2023,F,Social Renter,Resident,6,428,Y,Y,25/12/2023
427141785,22/07/2000,333,09/03/2025,SMS,Y,N,Resident,N,91,N,N,N,24/02/2025,,Social Renter,Forwarding Address,9,937,Y,Y,26/12/2021
735466560,11/11/2016,2046,24/09/2024,Email,N,Y,Unmatched,,,,,,,E,Social Renter,Unmatched,,,,,
881172023,17/02/1996,24,,SMS,Y,N,Resident,N,93,N,Y,N,27/03/2025,C,Owner,Resident,2,969,Y,Y,02/10/2025
812551758,15/12/2017,83,06/04/2025,SMS,Y,N,Resident,N,96,N,N,N,13/03/2025,C,Private Renter,Resident,3,952,Y,Y,04/06/2025
478531743,31/10/2001,2967,10/10/2024,Phone,N,N,Forwarding Address,N,34,N,Y,Y,03/10/2024,D,Owner,Resident,2,515,Y,Y,19/09/2025
886048343,23/04/1996,2214,22/12/2024,Phone,N,N,Unmatched,,,,,,,F,Private Renter,Unmatched,,,,,
101727745,10/06/2012,690,14/02/2025,SMS,Y,N,Resident,N,85,N,Y,N,12/03/2025,A,Owner,Resident,7,951,Y,Y,08/01/2023
291859303,22/04/2010,6383,10/03/2020,Letter,N,N,Deceased,N,0,Y,N,N,14/11/2021,F,Social Renter,Deceased,,,N,Y,
734796782,27/02/1995,2542,17/03/2025,Phone,N,N,Deceased,N,0,Y,Y,Y,10/02/2025,D,Social Renter,Resident,5,532,Y,Y,26/09/2023
429484058,01/02/2001,3870,18/01/2025,Email,N,Y,Resident,N,23,N,N,N,03/11/2023,F,Owner,Resident,2,447,Y,Y,28/09/2025
509762279,21/03/2014,982,15/03/2025,SMS,Y,N,Resident,N,94,N,Y,Y,12/03/2025,C,Private Renter,Unmatched,,,,,
314630499,02/03/1996,73,,SMS,Y,N,Resident,N,88,N,N,Y,20/03/2025,B,Owner,Resident,9,973,Y,Y,13/09/2020
658827118,12/06/2018,89,21/03/2025,SMS,Y,N,Forwarding Address,N,93,N,N,Y,05/04/2025,A,Owner,Unmatched,,,,,
478866201,22/05/2015,,23/03/2025,Letter,N,N,Resident,N,30,N,N,Y,31/03/2025,E,Social Renter,Deceased,,,Y,Y,
949221761,26/01/2009,,01/04/2025,SMS,Y,N,Resident,N,55,N,Y,Y,16/03/2025,B,Private Renter,Resident,9,887,Y,Y,06/08/2022
347070350,29/09/2015,3994,29/07/2024,Letter,N,N,Forwarding Address,N,27,N,N,N,15/01/2024,F,Social Renter,Forwarding Address,6,395,N,Y,06/10/2023
958168105,12/08/2005,3060,19/05/2023,Email,N,Y,Resident,N,19,N,N,N,02/03/2024,F,Private Renter,Resident,4,500,Y,Y,18/10/2024
178049468,23/01/2005,946,,SMS,Y,N,Resident,N,90,N,Y,Y,05/03/2025,B,Social Renter,Resident,5,842,Y,Y,12/09/2023
290274780,29/07/2004,13,01/04/2025,Phone,N,N,Resident,N,85,N,N,N,10/03/2025,,Owner,Resident,2,984,Y,Y,22/09/2025
597654150,14/07/2006,,14/03/2025,SMS,Y,N,Unmatched,,,,,,,B,Social Renter,Unmatched,,,,,
549692615,07/12/2012,98,18/03/2025,SMS,Y,N,Unmatched,,,,,,,B,Owner,Resident,3,965,Y,Y,28/06/2025
511154791,03/02/2004,26,18/03/2025,SMS,Y,N,Resident,N,88,N,N,Y,06/04/2025,A,Owner,Resident,5,976,Y,Y,06/01/2024
370881776,11/03/2004,81,27/03/2025,SMS,Y,N,Resident,N,85,N,N,Y,06/04/2025,A,Private Renter,Unmatched,,,,,
327170018,03/11/2017,3615,08/04/2023,Letter,N,N,Resident,N,24,N,N,N,11/02/2024,C,Social Renter,Resident,6,394,N,Y,14/03/2023
144109833,27/06/2001,3430,15/11/2023,Email,N,Y,Unmatched,,,,,,,E,Private Renter,Resident,8,319,Y,Y,31/08/2022
548065337,30/06/1995,1346,31/01/2025,Email,N,Y,Unmatched,,,,,,,B,,Resident,2,805,Y,Y,28/09/2025
792994202,20/10/2006,2254,25/08/2024,Letter,N,N,Unmatched,,,,,,,E,Social Renter,Forwarding Address,3,687,Y,Y,09/03/2025
993512273,26/02/2001,62,14/03/2025,SMS,Y,N,Resident,N,89,N,Y,Y,07/04/2025,A,Owner,Resident,6,977,Y,Y,26/11/2022
200872587,11/01/1998,81,22/03/2025,SMS,Y,N,Resident,N,97,N,Y,Y,22/03/2025,,Private Renter,Resident,5,955,Y,N,09/10/2023
151239860,21/04/2004,,30/03/2025,SMS,Y,N,Resident,N,85,N,Y,Y,19/03/2025,,Owner,Forwarding Address,6,83,Y,N,17/12/2023
978304808,02/11/1997,2985,15/11/2024,Email,N,Y,Unmatched,,,,,,,F,Social Renter,Resident,1,517,Y,Y,03/10/2025
437075293,30/01/2003,1405,06/02/2025,SMS,Y,N,Resident,N,65,N,N,Y,29/11/2024,,Owner,Forwarding Address,2,825,N,Y,27/09/2025
102724681,28/01/2001,1998,19/03/2025,Phone,N,N,Unmatched,,,,,,,C,Private Renter,Unmatched,,,,,
724339784,29/11/2004,648,,Letter,N,N,Resident,N,90,N,N,N,09/03/2025,,Private Renter,Unmatched,,,,,
599748413,24/10/2006,2611,20/01/2025,Phone,N,N,Resident,N,26,N,N,N,30/01/2025,F,Social Renter,Resident,3,505,Y,Y,05/06/2025
198809815,06/11/2016,2021,30/09/2024,Email,N,Y,Resident,N,39,N,N,N,22/09/2024,F,Private Renter,Resident,5,556,Y,Y,15/01/2024
206211142,11/09/2005,1722,13/12/2024,SMS,Y,N,Resident,N,54,N,N,N,27/02/2025,A,Owner,Resident,3,736,Y,Y,23/04/2025
956196043,08/03/2009,1359,19/02/2025,Email,N,Y,Resident,N,79,N,N,Y,02/12/2024,C,Owner,Resident,1,750,N,Y,03/10/2025
527691154,04/01/2011,2607,11/11/2024,Email,N,Y,Resident,N,52,N,Y,N,07/11/2024,E,Social Renter,Resident,3,507,Y,N,03/06/2025
375319578,09/12/2011,91,12/03/2025,Phone,N,N,Resident,N,92,N,N,Y,29/03/2025,A,Owner,Resident,6,969,Y,Y,05/12/2023
132288798,19/08/1996,661,03/03/2025,SMS,Y,N,Unmatched,,,,,,,B,Owner,Unmatched,,,,,
277804390,12/10/1998,21,12/03/2025,SMS,Y,N,Resident,N,90,N,N,Y,20/03/2025,C,Owner,Forwarding Address,8,980,Y,Y,24/10/2020
735000504,09/09/2013,541,20/03/2025,Email,N,Y,Resident,N,88,N,Y,N,23/02/2025,B,Social Renter,Unmatched,,,,,
905347182,13/12/2012,1755,21/12/2024,SMS,Y,N,Resident,N,74,N,N,Y,07/12/2024,D,Private Renter,Resident,3,855,Y,Y,03/06/2025
931857341,12/12/2017,1575,23/12/2024,Phone,N,N,Unmatched,,,,,,,,Owner,Resident,7,841,Y,Y,31/01/2022
702107275,28/09/2017,2180,,Phone,N,N,Resident,N,27,N,Y,N,02/11/2024,A,Social Renter,Resident,4,589,N,Y,07/10/2024
509256103,23/05/2003,3576,09/12/2024,Phone,N,N,Resident,N,16,N,N,N,08/05/2023,E,Social Renter,Resident,7,319,Y,N,20/12/2020
864847959,26/09/2006,1490,24/12/2024,Email,N,Y,Resident,N,55,N,N,N,01/02/2025,D,Owner,Resident,4,792,Y,N,25/12/2024
404567372,07/02/2004,2798,,Email,N,Y,Resident,N,40,N,N,Y,18/11/2024,B,Private Renter,Resident,9,608,Y,N,02/10/2018
319239117,14/01/2002,433,11/02/2025,SMS,Y,N,Resident,N,89,N,N,N,08/02/2025,B,Owner,Forwarding Address,5,854,Y,N,06/02/2024
684937948,10/03/2003,31,21/03/2025,SMS,Y,N,Unmatched,,,,,,,E,,Resident,4,959,Y,Y,09/11/2024
972156241,13/12/2014,407,19/03/2025,Email,N,Y,Resident,N,92,N,Y,N,24/02/2025,B,Owner,Resident,4,866,Y,Y,07/01/2025
758873677,24/10/2013,,24/03/2025,Email,N,Y,Resident,N,25,N,N,N,28/03/2025,A,Social Renter,Resident,4,914,Y,Y,21/01/2025
974335046,15/06/2017,1129,05/03/2025,SMS,Y,N,Unmatched,,,,,,,A,Owner,Forwarding Address,4,828,N,Y,12/10/2024
975230117,02/11/1997,439,14/03/2025,SMS,Y,N,Resident,N,87,N,Y,Y,13/03/2025,A,Social Renter,Resident,7,937,Y,Y,16/10/2023
949201383,24/04/2006,2842,10/02/2025,Phone,N,N,Resident,N,40,N,N,N,28/10/2024,F,Owner,Deceased,,,N,Y,
309614232,09/08/2010,443,20/03/2025,SMS,Y,N,Unmatched,,,,,,,D,Owner,Unmatched,,,,,
281274204,27/11/2002,2633,20/12/2024,Letter,N,N,Unmatched,,,,,,,E,Social Renter,Forwarding Address,8,609,Y,N,28/06/2023
540802514,25/02/2008,3945,06/04/2025,Phone,N,N,Resident,N,20,N,N,N,13/11/2023,E,Private Renter,Resident,7,465,N,Y,08/12/2022
179049932,21/07/2008,1720,23/12/2024,Phone,N,N,Resident,N,77,N,Y,N,22/12/2024,C,Social Renter,Resident,5,777,N,Y,11/07/2024
367351310,06/08/2012,43,23/03/2025,SMS,Y,N,Resident,N,85,N,Y,Y,14/03/2025,A,Owner,Resident,7,988,Y,Y,16/01/2021
621123043,01/05/2014,57,18/03/2025,SMS,Y,N,Resident,N,96,N,Y,Y,27/03/2025,C,Private Renter,Resident,6,956,Y,N,03/07/2024
642190969,26/12/1998,3595,,Phone,N,N,Resident,N,19,N,N,N,11/07/2023,E,Social Renter,Unmatched,,,,,
512778860,24/03/1995,94,11/03/2025,SMS,Y,N,Resident,N,95,N,N,N,28/03/2025,B,Private Renter,Resident,6,978,Y,Y,09/12/2023
967273874,28/11/1998,258,14/03/2025,Email,N,Y,Resident,N,78,N,Y,N,22/03/2025,A,Private Renter,Resident,8,916,Y,Y,01/08/2022
783986397,14/09/2010,62,20/03/2025,SMS,Y,N,Deceased,N,0,Y,Y,Y,14/03/2025,B,Owner,Deceased,,,Y,Y,
876557087,13/02/1997,472,10/03/2025,SMS,Y,N,Resident,N,90,N,N,Y,27/02/2025,C,Private Renter,Resident,6,886,Y,Y,30/08/2023
645424237,12/03/2014,1053,15/01/2025,SMS,Y,N,Resident,N,55,N,Y,Y,24/12/2024,E,Owner,Resident,4,797,N,Y,01/04/2025
479725862,24/08/1995,292,15/03/2025,SMS,Y,N,Resident,N,86,N,Y,Y,11/03/2025,A,Private Renter,Resident,9,912,N,Y,27/02/2021
269862527,08/02/1995,949,10/03/2025,SMS,Y,N,Unmatched,,,,,,,D,Owner,Unmatched,,,,,
987532158,04/10/2010,4469,26/05/2019,Letter,N,N,Resident,Y,9,N,Y,Y,21/12/2022,F,Social Renter,Resident,7,223,N,Y,30/05/2021
307111297,26/08/2006,46,20/03/2025,SMS,Y,N,Resident,N,95,N,Y,Y,10/03/2025,,Private Renter,Resident,2,974,Y,Y,24/09/2025
369918467,20/11/2007,22,,Email,N,Y,Resident,N,94,N,Y,Y,30/03/2025,,Private Renter,Resident,6,980,Y,Y,02/12/2022
411551298,11/09/2008,54,29/03/2025,Phone,N,N,Unmatched,,,,,,,B,Owner,Unmatched,,,,,
304108878,22/04/2012,,22/03/2025,Letter,N,N,Unmatched,,,,,,,F,Owner,Unmatched,,,,,
660853543,06/07/2014,2366,26/11/2024,Email,N,Y,Unmatched,,,,,,,E,Owner,Resident,3,658,Y,Y,25/07/2025
984811170,24/09/2000,12,04/04/2025,Phone,N,N,Unmatched,,,,,,,,Owner,Unmatched,,,,,
216133270,23/08/2007,79,09/04/2025,SMS,Y,N,Resident,N,97,N,Y,Y,09/04/2025,B,Social Renter,Resident,3,967,Y,Y,02/06/2025
414551500,29/11/2008,1486,12/03/2025,SMS,Y,N,Resident,N,63,N,N,N,01/12/2024,C,Owner,Forwarding Address,6,879,Y,N,19/10/2023
259586050,03/03/2007,94,12/03/2025,SMS,Y,N,Resident,N,98,N,Y,Y,03/04/2025,A,Owner,Resident,9,968,Y,Y,02/11/2018
993792506,23/10/1995,2935,30/11/2024,Email,N,Y,Resident,N,41,N,Y,Y,17/01/2025,E,Owner,Resident,6,526,Y,Y,03/04/2023
554988055,29/01/2002,97,23/03/2025,SMS,Y,N,Resident,N,90,N,Y,Y,01/04/2025,B,Social Renter,Unmatched,,,,,
200175445,22/04/2016,,16/03/2025,Email,N,Y,Resident,N,31,N,N,Y,02/04/2025,E,Private Renter,Forwarding Address,1,786,Y,N,03/10/2025
961132930,14/06/2004,6,27/03/2025,Email,N,Y,Deceased,N,0,Y,Y,N,24/03/2025,C,Private Renter,Deceased,,,Y,Y,
358060748,16/07/2001,462,05/03/2025,SMS,Y,N,Resident,N,77,N,Y,Y,17/02/2025,B,Social Renter,Resident,8,843,N,Y,08/12/2019
544540490,26/12/2017,2093,08/12/2024,Phone,N,N,Resident,N,60,N,Y,Y,26/10/2024,D,Owner,Resident,3,708,Y,Y,22/08/2025
991681392,11/02/2001,1,06/04/2025,SMS,Y,N,Resident,N,96,N,Y,Y,01/04/2025,B,Private Renter,Deceased,,,Y,Y,
832982466,15/01/2005,86,06/04/2025,SMS,Y,N,Resident,N,86,N,Y,Y,31/03/2025,B,Private Renter,Resident,1,977,Y,Y,03/10/2025
714394054,23/01/2010,538,17/03/2025,Phone,N,N,Resident,N,91,N,N,Y,23/03/2025,A,Private Renter,Resident,5,858,Y,Y,30/07/2024
547121414,30/04/2001,5848,20/07/2019,Letter,N,N,Resident,Y,10,N,Y,Y,17/08/2022,F,Private Renter,Resident,5,75,Y,Y,08/05/2024
831593760,27/06/2012,3419,26/11/2023,Phone,N,N,Resident,N,22,N,N,N,05/08/2023,F,Private Renter,Resident,6,477,Y,Y,10/04/2023
921611928,19/07/2001,73,30/03/2025,SMS,Y,N,Resident,N,89,N,Y,Y,03/04/2025,A,Owner,Resident,3,955,Y,Y,29/05/2025
338941055,11/05/1998,,,Letter,N,N,Resident,N,21,N,Y,N,19/03/2025,B,Owner,Forwarding Address,8,367,Y,Y,23/09/2022
486741382,07/04/2001,4667,18/03/2021,Letter,N,N,Unmatched,,,,,,,F,Social Renter,Unmatched,,,,,
311038785,23/02/2010,2172,27/03/2025,Email,N,Y,Resident,N,34,N,N,Y,13/09/2024,F,Owner,Resident,6,627,Y,N,09/09/2022
299869639,08/11/2000,58,06/04/2025,Phone,N,N,Forwarding Address,N,96,N,Y,N,22/03/2025,A,Owner,Forwarding Address,1,987,Y,Y,03/10/2025
358600742,19/08/2017,45,27/03/2025,Email,N,Y,Resident,N,88,N,Y,Y,27/03/2025,A,Private Renter,Resident,5,973,N,Y,12/07/2024
988606490,07/12/2006,45,06/04/2025,SMS,Y,N,Unmatched,,,,,,,,Owner,Resident,3,982,Y,Y,26/05/2025
177401549,28/08/2012,5,16/03/2025,SMS,Y,N,Unmatched,,,,,,,B,Social Renter,Unmatched,,,,,
619360858,01/09/2001,1583,11/01/2025,Email,N,Y,Resident,N,73,N,N,N,26/01/2025,B,Private Renter,Resident,3,813,Y,Y,20/08/2025
948800303,25/11/1999,73,,SMS,Y,N,Resident,N,90,N,Y,N,02/04/2025,A,Private Renter,Resident,5,982,Y,Y,11/11/2023
123193798,06/03/2014,1462,17/12/2024,Email,N,Y,Resident,N,59,N,Y,N,25/11/2024,E,Owner,Resident,7,858,Y,Y,22/01/2021
832143050,28/06/1997,17,,SMS,Y,N,Resident,N,93,N,Y,Y,26/03/2025,B,Private Renter,Resident,9,988,Y,Y,22/01/2021
253298985,08/05/2004,,30/03/2025,Letter,N,N,Unmatched,,,,,,,A,Social Renter,Resident,3,248,Y,Y,31/08/2025
268593036,06/07/2010,11,18/03/2025,Phone,N,N,Resident,N,99,N,Y,N,24/03/2025,A,Owner,Resident,5,965,Y,Y,03/04/2024
845449722,07/03/2008,35,01/04/2025,Phone,N,N,Resident,N,98,N,Y,N,20/03/2025,E,,Resident,5,982,Y,Y,30/09/2023
442086666,08/05/2015,4066,22/03/2021,Letter,N,N,Unmatched,,,,,,,E,Social Renter,Unmatched,,,,,
