UID,Account Open Date,Arrears Balance,Last Payment Date,Last Collections Action,Mobile Flag,Email Flag,dp1 Result Code,dp1 IVA/CCJ Flag,dp1 Score,dp1 Deceased Flag,dp1 Mobile Flag,dp1 Email Flag,dp1 Latest Residency Confirmation Date,dp2 Council Tax Band,dp2 Occupancy Style,dp3 Match Type,dp3 Match Level,dp3 Score,dp3 Mobile Flag,dp3 Email Flag,dp3 Latest Residency Confirmation Date,Residency Zone,Mobile_Available,Email_Available,Segment_Risk_Score,Action_Tier
151114404,2009-05-01,4249.0,2025-03-01,Letter,N,N,Resident,Y,6.0,N,Y,N,2021-12-14,,Social Renter,Resident,5.0,247.0,Y,Y,2024-02-02,Zone 1 - Agreement,0,0,295.12,Tier 3 - High Risk
542240545,1996-09-24,1162.0,2024-11-17,Email,N,Y,Resident,N,67.0,N,N,Y,2024-12-18,C,Owner,Resident,5.0,798.0,N,Y,2023-09-21,Zone 1 - Agreement,0,1,114.82,Tier 3 - High Risk
944657714,2008-02-14,56.0,2025-03-16,SMS,Y,N,Resident,N,85.0,N,Y,Y,2025-04-04,B,Private Renter,Resident,7.0,990.0,Y,Y,2024-08-12,Zone 1 - Agreement,1,0,49.89,Tier 1 - Low Risk
179004913,2012-02-08,2939.0,2024-09-14,Phone,N,N,Resident,N,29.0,N,N,N,2025-01-27,D,Social Renter,Resident,4.0,534.0,Y,Y,2025-03-19,Zone 1 - Agreement,0,0,230.32,Tier 3 - High Risk
173612550,1996-04-28,29.0,2025-03-30,SMS,Y,N,Resident,N,88.0,N,Y,Y,2025-04-07,C,Owner,Resident,8.0,957.0,Y,Y,2023-01-10,Zone 1 - Agreement,1,0,49.92,Tier 1 - Low Risk
628530051,2017-02-02,639.0,2025-03-11,SMS,Y,N,Resident,N,76.0,N,Y,N,2025-03-03,D,Social Renter,Resident,7.0,887.0,Y,N,2023-01-13,Zone 1 - Agreement,1,0,75.02,Tier 2 - Medium Risk
632910038,2006-03-18,2666.0,2025-02-28,Email,N,Y,Resident,N,53.0,N,N,Y,2024-11-08,F,Owner,Resident,5.0,522.0,Y,N,2024-04-02,Zone 1 - Agreement,0,1,171.46,Tier 3 - High Risk
844406256,2007-08-19,96.0,2025-03-13,Phone,N,N,Resident,N,95.0,N,Y,Y,2025-03-23,F,,Resident,5.0,960.0,Y,Y,2024-07-05,Zone 1 - Agreement,0,0,93.29,Tier 2 - Medium Risk
950979079,2001-10-15,2804.0,2025-02-02,Letter,N,N,Resident,N,31.0,N,N,N,2024-09-15,E,Social Renter,Resident,5.0,557.0,Y,Y,2024-08-09,Zone 1 - Agreement,0,0,224.67,Tier 3 - High Risk
661650397,2003-05-24,2227.0,2024-11-13,Email,N,Y,Resident,N,27.0,N,Y,N,2024-12-17,E,Owner,Resident,5.0,681.0,N,Y,2023-11-09,Zone 1 - Agreement,0,1,177.17,Tier 3 - High Risk
663034289,2003-08-17,939.0,2025-03-01,Email,N,Y,Resident,N,78.0,N,Y,N,2025-03-02,B,,Resident,9.0,881.0,Y,Y,2022-05-07,Zone 1 - Agreement,0,1,93.29,Tier 2 - Medium Risk
420953415,2001-10-26,468.0,2025-02-26,Email,N,Y,Resident,N,87.0,N,Y,Y,2025-02-15,E,Owner,Resident,9.0,886.0,Y,N,2019-09-04,Zone 1 - Agreement,0,1,79.08,Tier 2 - Medium Risk
251370646,1997-10-31,1799.0,2025-02-15,SMS,Y,N,Resident,N,53.0,N,N,N,2025-02-03,C,Owner,Resident,1.0,825.0,Y,Y,2025-10-03,Zone 1 - Agreement,1,0,115.82,Tier 3 - High Risk
907054865,2001-05-10,77.0,2025-04-06,SMS,Y,N,Forwarding Address,N,87.0,N,Y,Y,2025-04-04,A,Private Renter,Resident,3.0,967.0,Y,Y,2025-03-22,Zone 3 - Only dp3 says Resident,1,0,50.4,Tier 1 - Low Risk
499622775,2010-07-25,39.0,2025-03-10,SMS,Y,N,Resident,N,85.0,N,Y,N,2025-03-15,C,Owner,Resident,3.0,950.0,Y,Y,2025-05-28,Zone 1 - Agreement,1,0,53.72,Tier 1 - Low Risk
444355405,1999-12-22,78.0,2025-03-13,SMS,Y,N,Resident,N,98.0,N,Y,Y,2025-03-24,A,Private Renter,Resident,8.0,972.0,Y,Y,2022-05-23,Zone 1 - Agreement,1,0,38.91,Tier 1 - Low Risk
577758674,2008-07-23,4432.0,2021-07-15,Letter,N,N,Resident,Y,7.0,N,N,N,2020-02-22,E,Social Renter,Resident,2.0,139.0,Y,Y,2025-10-02,Zone 1 - Agreement,0,0,306.75,Tier 3 - High Risk
285732130,2000-04-26,695.0,,Email,N,Y,Resident,N,80.0,N,N,N,2025-03-07,B,Social Renter,Resident,2.0,846.0,Y,Y,2025-09-24,Zone 1 - Agreement,0,1,92.35,Tier 2 - Medium Risk
894354121,2008-09-04,822.0,2025-02-25,SMS,Y,N,Resident,N,86.0,N,Y,N,2025-02-27,A,Private Renter,Resident,9.0,893.0,Y,Y,2021-05-31,Zone 1 - Agreement,1,0,66.25,Tier 1 - Low Risk
282301048,2013-03-14,17.0,,Email,N,Y,Resident,N,99.0,N,Y,Y,2025-03-27,,Owner,Resident,6.0,986.0,Y,N,2022-08-20,Zone 1 - Agreement,0,1,52.57,Tier 1 - Low Risk
312593657,2018-07-09,75.0,2025-03-14,SMS,Y,N,Resident,N,96.0,N,Y,Y,2025-04-01,A,Private Renter,Resident,8.0,950.0,Y,Y,2021-08-10,Zone 1 - Agreement,1,0,43.08,Tier 1 - Low Risk
258568966,2002-01-26,2038.0,,Email,N,Y,Resident,N,42.0,N,Y,N,2024-12-21,,Owner,Resident,9.0,707.0,Y,N,2019-12-27,Zone 1 - Agreement,0,1,157.68,Tier 3 - High Risk
498595799,2008-08-18,51.0,2025-04-03,SMS,Y,N,Forwarding Address,N,93.0,N,Y,Y,2025-03-14,,Owner,Resident,4.0,989.0,Y,Y,2024-10-17,Zone 3 - Only dp3 says Resident,1,0,41.94,Tier 1 - Low Risk
266536571,2011-03-30,23.0,2025-03-21,SMS,Y,N,Resident,N,89.0,N,Y,N,2025-03-14,B,Owner,Resident,6.0,960.0,Y,Y,2022-05-20,Zone 1 - Agreement,1,0,48.56,Tier 1 - Low Risk
681586889,2013-02-15,3045.0,2023-06-12,Email,N,Y,Resident,N,27.0,N,N,Y,2023-05-19,F,Social Renter,Resident,6.0,428.0,Y,Y,2023-12-25,Zone 1 - Agreement,0,1,210.65,Tier 3 - High Risk
427141785,2000-07-22,333.0,2025-03-09,SMS,Y,N,Resident,N,91.0,N,N,N,2025-02-24,,Social Renter,Forwarding Address,9.0,937.0,Y,Y,2021-12-26,Zone 2 - Only dp1 says Resident,1,0,51.96,Tier 1 - Low Risk
881172023,1996-02-17,24.0,,SMS,Y,N,Resident,N,93.0,N,Y,N,2025-03-27,C,Owner,Resident,2.0,969.0,Y,Y,2025-10-02,Zone 1 - Agreement,1,0,43.67,Tier 1 - Low Risk
812551758,2017-12-15,83.0,2025-04-06,SMS,Y,N,Resident,N,96.0,N,N,N,2025-03-13,C,Private Renter,Resident,3.0,952.0,Y,Y,2025-06-04,Zone 1 - Agreement,1,0,42.96,Tier 1 - Low Risk
478531743,2001-10-31,2967.0,2024-10-10,Phone,N,N,Forwarding Address,N,34.0,N,Y,Y,2024-10-03,D,Owner,Resident,2.0,515.0,Y,Y,2025-09-19,Zone 3 - Only dp3 says Resident,0,0,227.5,Tier 3 - High Risk
101727745,2012-06-10,690.0,2025-02-14,SMS,Y,N,Resident,N,85.0,N,Y,N,2025-03-12,A,Owner,Resident,7.0,951.0,Y,Y,2023-01-08,Zone 1 - Agreement,1,0,60.13,Tier 1 - Low Risk
734796782,1995-02-27,2542.0,2025-03-17,Phone,N,N,Deceased,N,0.0,Y,Y,Y,2025-02-10,D,Social Renter,Resident,5.0,532.0,Y,Y,2023-09-26,Zone 3 - Only dp3 says Resident,0,0,255.55,Tier 3 - High Risk
429484058,2001-02-01,3870.0,2025-01-18,Email,N,Y,Resident,N,23.0,N,N,N,2023-11-03,F,Owner,Resident,2.0,447.0,Y,Y,2025-09-28,Zone 1 - Agreement,0,1,221.0,Tier 3 - High Risk
314630499,1996-03-02,73.0,,SMS,Y,N,Resident,N,88.0,N,N,Y,2025-03-20,B,Owner,Resident,9.0,973.0,Y,Y,2020-09-13,Zone 1 - Agreement,1,0,48.76,Tier 1 - Low Risk
347070350,2015-09-29,3994.0,2024-07-29,Letter,N,N,Forwarding Address,N,27.0,N,N,N,2024-01-15,F,Social Renter,Forwarding Address,6.0,395.0,N,Y,2023-10-06,Zone 4 - Neither says Resident,0,0,256.77,Tier 3 - High Risk
958168105,2005-08-12,3060.0,2023-05-19,Email,N,Y,Resident,N,19.0,N,N,N,2024-03-02,F,Private Renter,Resident,4.0,500.0,Y,Y,2024-10-18,Zone 1 - Agreement,0,1,211.6,Tier 3 - High Risk
178049468,2005-01-23,946.0,,SMS,Y,N,Resident,N,90.0,N,Y,Y,2025-03-05,B,Social Renter,Resident,5.0,842.0,Y,Y,2023-09-12,Zone 1 - Agreement,1,0,68.59,Tier 1 - Low Risk
290274780,2004-07-29,13.0,2025-04-01,Phone,N,N,Resident,N,85.0,N,N,N,2025-03-10,,Owner,Resident,2.0,984.0,Y,Y,2025-09-22,Zone 1 - Agreement,0,0,100.06,Tier 3 - High Risk
511154791,2004-02-03,26.0,2025-03-18,SMS,Y,N,Resident,N,88.0,N,N,Y,2025-04-06,A,Owner,Resident,5.0,976.0,Y,Y,2024-01-06,Zone 1 - Agreement,1,0,47.99,Tier 1 - Low Risk
327170018,2017-11-03,3615.0,2023-04-08,Letter,N,N,Resident,N,24.0,N,N,N,2024-02-11,C,Social Renter,Resident,6.0,394.0,N,Y,2023-03-14,Zone 1 - Agreement,0,0,256.08,Tier 3 - High Risk
993512273,2001-02-26,62.0,2025-03-14,SMS,Y,N,Resident,N,89.0,N,Y,Y,2025-04-07,A,Owner,Resident,6.0,977.0,Y,Y,2022-11-26,Zone 1 - Agreement,1,0,47.25,Tier 1 - Low Risk
200872587,1998-01-11,81.0,2025-03-22,SMS,Y,N,Resident,N,97.0,N,Y,Y,2025-03-22,,Private Renter,Resident,5.0,955.0,Y,N,2023-10-09,Zone 1 - Agreement,1,0,41.64,Tier 1 - Low Risk
437075293,2003-01-30,1405.0,2025-02-06,SMS,Y,N,Resident,N,65.0,N,N,Y,2024-11-29,,Owner,Forwarding Address,2.0,825.0,N,Y,2025-09-27,Zone 2 - Only dp1 says Resident,1,0,99.88,Tier 2 - Medium Risk
599748413,2006-10-24,2611.0,2025-01-20,Phone,N,N,Resident,N,26.0,N,N,N,2025-01-30,F,Social Renter,Resident,3.0,505.0,Y,Y,2025-06-05,Zone 1 - Agreement,0,0,232.94,Tier 3 - High Risk
198809815,2016-11-06,2021.0,2024-09-30,Email,N,Y,Resident,N,39.0,N,N,N,2024-09-22,F,Private Renter,Resident,5.0,556.0,Y,Y,2024-01-15,Zone 1 - Agreement,0,1,175.61,Tier 3 - High Risk
206211142,2005-09-11,1722.0,2024-12-13,SMS,Y,N,Resident,N,54.0,N,N,N,2025-02-27,A,Owner,Resident,3.0,736.0,Y,Y,2025-04-23,Zone 1 - Agreement,1,0,122.95,Tier 3 - High Risk
956196043,2009-03-08,1359.0,2025-02-19,Email,N,Y,Resident,N,79.0,N,N,Y,2024-12-02,C,Owner,Resident,1.0,750.0,N,Y,2025-10-03,Zone 1 - Agreement,0,1,109.59,Tier 3 - High Risk
527691154,2011-01-04,2607.0,2024-11-11,Email,N,Y,Resident,N,52.0,N,Y,N,2024-11-07,E,Social Renter,Resident,3.0,507.0,Y,N,2025-06-03,Zone 1 - Agreement,0,1,173.37,Tier 3 - High Risk
375319578,2011-12-09,91.0,2025-03-12,Phone,N,N,Resident,N,92.0,N,N,Y,2025-03-29,A,Owner,Resident,6.0,969.0,Y,Y,2023-12-05,Zone 1 - Agreement,0,0,95.34,Tier 2 - Medium Risk
277804390,1998-10-12,21.0,2025-03-12,SMS,Y,N,Resident,N,90.0,N,N,Y,2025-03-20,C,Owner,Forwarding Address,8.0,980.0,Y,Y,2020-10-24,Zone 2 - Only dp1 says Resident,1,0,45.54,Tier 1 - Low Risk
905347182,2012-12-13,1755.0,2024-12-21,SMS,Y,N,Resident,N,74.0,N,N,Y,2024-12-07,D,Private Renter,Resident,3.0,855.0,Y,Y,2025-06-03,Zone 1 - Agreement,1,0,91.38,Tier 2 - Medium Risk
702107275,2017-09-28,2180.0,,Phone,N,N,Resident,N,27.0,N,Y,N,2024-11-02,A,Social Renter,Resident,4.0,589.0,N,Y,2024-10-07,Zone 1 - Agreement,0,0,219.23,Tier 3 - High Risk
509256103,2003-05-23,3576.0,2024-12-09,Phone,N,N,Resident,N,16.0,N,N,N,2023-05-08,E,Social Renter,Resident,7.0,319.0,Y,N,2020-12-20,Zone 1 - Agreement,0,0,271.19,Tier 3 - High Risk
864847959,2006-09-26,1490.0,2024-12-24,Email,N,Y,Resident,N,55.0,N,N,N,2025-02-01,D,Owner,Resident,4.0,792.0,Y,N,2024-12-25,Zone 1 - Agreement,0,1,130.7,Tier 3 - High Risk
404567372,2004-02-07,2798.0,,Email,N,Y,Resident,N,40.0,N,N,Y,2024-11-18,B,Private Renter,Resident,9.0,608.0,Y,N,2018-10-02,Zone 1 - Agreement,0,1,177.18,Tier 3 - High Risk
319239117,2002-01-14,433.0,2025-02-11,SMS,Y,N,Resident,N,89.0,N,N,N,2025-02-08,B,Owner,Forwarding Address,5.0,854.0,Y,N,2024-02-06,Zone 2 - Only dp1 says Resident,1,0,63.26,Tier 1 - Low Risk
972156241,2014-12-13,407.0,2025-03-19,Email,N,Y,Resident,N,92.0,N,Y,N,2025-02-24,B,Owner,Resident,4.0,866.0,Y,Y,2025-01-07,Zone 1 - Agreement,0,1,75.47,Tier 2 - Medium Risk
975230117,1997-11-02,439.0,2025-03-14,SMS,Y,N,Resident,N,87.0,N,Y,Y,2025-03-13,A,Social Renter,Resident,7.0,937.0,Y,Y,2023-10-16,Zone 1 - Agreement,1,0,57.02,Tier 1 - Low Risk
540802514,2008-02-25,3945.0,2025-04-06,Phone,N,N,Resident,N,20.0,N,N,N,2023-11-13,E,Private Renter,Resident,7.0,465.0,N,Y,2022-12-08,Zone 1 - Agreement,0,0,256.28,Tier 3 - High Risk
179049932,2008-07-21,1720.0,2024-12-23,Phone,N,N,Resident,N,77.0,N,Y,N,2024-12-22,C,Social Renter,Resident,5.0,777.0,N,Y,2024-07-11,Zone 1 - Agreement,0,0,145.83,Tier 3 - High Risk
367351310,2012-08-06,43.0,2025-03-23,SMS,Y,N,Resident,N,85.0,N,Y,Y,2025-03-14,A,Owner,Resident,7.0,988.0,Y,Y,2021-01-16,Zone 1 - Agreement,1,0,49.96,Tier 1 - Low Risk
621123043,2014-05-01,57.0,2025-03-18,SMS,Y,N,Resident,N,96.0,N,Y,Y,2025-03-27,C,Private Renter,Resident,6.0,956.0,Y,N,2024-07-03,Zone 1 - Agreement,1,0,42.3,Tier 1 - Low Risk
512778860,1995-03-24,94.0,2025-03-11,SMS,Y,N,Resident,N,95.0,N,N,N,2025-03-28,B,Private Renter,Resident,6.0,978.0,Y,Y,2023-12-09,Zone 1 - Agreement,1,0,41.47,Tier 1 - Low Risk
967273874,1998-11-28,258.0,2025-03-14,Email,N,Y,Resident,N,78.0,N,Y,N,2025-03-22,A,Private Renter,Resident,8.0,916.0,Y,Y,2022-08-01,Zone 1 - Agreement,0,1,82.98,Tier 2 - Medium Risk
876557087,1997-02-13,472.0,2025-03-10,SMS,Y,N,Resident,N,90.0,N,N,Y,2025-02-27,C,Private Renter,Resident,6.0,886.0,Y,Y,2023-08-30,Zone 1 - Agreement,1,0,59.45,Tier 1 - Low Risk
645424237,2014-03-12,1053.0,2025-01-15,SMS,Y,N,Resident,N,55.0,N,Y,Y,2024-12-24,E,Owner,Resident,4.0,797.0,N,Y,2025-04-01,Zone 1 - Agreement,1,0,109.16,Tier 3 - High Risk
479725862,1995-08-24,292.0,2025-03-15,SMS,Y,N,Resident,N,86.0,N,Y,Y,2025-03-11,A,Private Renter,Resident,9.0,912.0,N,Y,2021-02-27,Zone 1 - Agreement,1,0,59.05,Tier 1 - Low Risk
987532158,2010-10-04,4469.0,2019-05-26,Letter,N,N,Resident,Y,9.0,N,Y,Y,2022-12-21,F,Social Renter,Resident,7.0,223.0,N,Y,2021-05-30,Zone 1 - Agreement,0,0,296.72,Tier 3 - High Risk
307111297,2006-08-26,46.0,2025-03-20,SMS,Y,N,Resident,N,95.0,N,Y,Y,2025-03-10,,Private Renter,Resident,2.0,974.0,Y,Y,2025-09-24,Zone 1 - Agreement,1,0,41.39,Tier 1 - Low Risk
369918467,2007-11-20,22.0,,Email,N,Y,Resident,N,94.0,N,Y,Y,2025-03-30,,Private Renter,Resident,6.0,980.0,Y,Y,2022-12-02,Zone 1 - Agreement,0,1,58.22,Tier 1 - Low Risk
216133270,2007-08-23,79.0,2025-04-09,SMS,Y,N,Resident,N,97.0,N,Y,Y,2025-04-09,B,Social Renter,Resident,3.0,967.0,Y,Y,2025-06-02,Zone 1 - Agreement,1,0,40.42,Tier 1 - Low Risk
414551500,2008-11-29,1486.0,2025-03-12,SMS,Y,N,Resident,N,63.0,N,N,N,2024-12-01,C,Owner,Forwarding Address,6.0,879.0,Y,N,2023-10-19,Zone 2 - Only dp1 says Resident,1,0,97.29,Tier 2 - Medium Risk
259586050,2007-03-03,94.0,2025-03-12,SMS,Y,N,Resident,N,98.0,N,Y,Y,2025-04-03,A,Owner,Resident,9.0,968.0,Y,Y,2018-11-02,Zone 1 - Agreement,1,0,39.47,Tier 1 - Low Risk
993792506,1995-10-23,2935.0,2024-11-30,Email,N,Y,Resident,N,41.0,N,Y,Y,2025-01-17,E,Owner,Resident,6.0,526.0,Y,Y,2023-04-03,Zone 1 - Agreement,0,1,185.75,Tier 3 - High Risk
358060748,2001-07-16,462.0,2025-03-05,SMS,Y,N,Resident,N,77.0,N,Y,Y,2025-02-17,B,Social Renter,Resident,8.0,843.0,N,Y,2019-12-08,Zone 1 - Agreement,1,0,76.65,Tier 2 - Medium Risk
544540490,2017-12-26,2093.0,2024-12-08,Phone,N,N,Resident,N,60.0,N,Y,Y,2024-10-26,D,Owner,Resident,3.0,708.0,Y,Y,2025-08-22,Zone 1 - Agreement,0,0,173.46,Tier 3 - High Risk
832982466,2005-01-15,86.0,2025-04-06,SMS,Y,N,Resident,N,86.0,N,Y,Y,2025-03-31,B,Private Renter,Resident,1.0,977.0,Y,Y,2025-10-03,Zone 1 - Agreement,1,0,50.49,Tier 1 - Low Risk
714394054,2010-01-23,538.0,2025-03-17,Phone,N,N,Resident,N,91.0,N,N,Y,2025-03-23,A,Private Renter,Resident,5.0,858.0,Y,Y,2024-07-30,Zone 1 - Agreement,0,0,111.91,Tier 3 - High Risk
547121414,2001-04-30,5848.0,2019-07-20,Letter,N,N,Resident,Y,10.0,N,Y,Y,2022-08-17,F,Private Renter,Resident,5.0,75.0,Y,Y,2024-05-08,Zone 1 - Agreement,0,0,324.31,Tier 3 - High Risk
831593760,2012-06-27,3419.0,2023-11-26,Phone,N,N,Resident,N,22.0,N,N,N,2023-08-05,F,Private Renter,Resident,6.0,477.0,Y,Y,2023-04-10,Zone 1 - Agreement,0,0,247.82,Tier 3 - High Risk
921611928,2001-07-19,73.0,2025-03-30,SMS,Y,N,Resident,N,89.0,N,Y,Y,2025-04-03,A,Owner,Resident,3.0,955.0,Y,Y,2025-05-29,Zone 1 - Agreement,1,0,49.56,Tier 1 - Low Risk
311038785,2010-02-23,2172.0,2025-03-27,Email,N,Y,Resident,N,34.0,N,N,Y,2024-09-13,F,Owner,Resident,6.0,627.0,Y,N,2022-09-09,Zone 1 - Agreement,0,1,175.02,Tier 3 - High Risk
299869639,2000-11-08,58.0,2025-04-06,Phone,N,N,Forwarding Address,N,96.0,N,Y,N,2025-03-22,A,Owner,Forwarding Address,1.0,987.0,Y,Y,2025-10-03,Zone 4 - Neither says Resident,0,0,89.21,Tier 2 - Medium Risk
358600742,2017-08-19,45.0,2025-03-27,Email,N,Y,Resident,N,88.0,N,Y,Y,2025-03-27,A,Private Renter,Resident,5.0,973.0,N,Y,2024-07-12,Zone 1 - Agreement,0,1,65.15,Tier 1 - Low Risk
619360858,2001-09-01,1583.0,2025-01-11,Email,N,Y,Resident,N,73.0,N,N,N,2025-01-26,B,Private Renter,Resident,3.0,813.0,Y,Y,2025-08-20,Zone 1 - Agreement,0,1,111.53,Tier 3 - High Risk
948800303,1999-11-25,73.0,,SMS,Y,N,Resident,N,90.0,N,Y,N,2025-04-02,A,Private Renter,Resident,5.0,982.0,Y,Y,2023-11-11,Zone 1 - Agreement,1,0,45.86,Tier 1 - Low Risk
123193798,2014-03-06,1462.0,2024-12-17,Email,N,Y,Resident,N,59.0,N,Y,N,2024-11-25,E,Owner,Resident,7.0,858.0,Y,Y,2021-01-22,Zone 1 - Agreement,0,1,119.82,Tier 3 - High Risk
832143050,1997-06-28,17.0,,SMS,Y,N,Resident,N,93.0,N,Y,Y,2025-03-26,B,Private Renter,Resident,9.0,988.0,Y,Y,2021-01-22,Zone 1 - Agreement,1,0,41.7,Tier 1 - Low Risk
268593036,2010-07-06,11.0,2025-03-18,Phone,N,N,Resident,N,99.0,N,Y,N,2025-03-24,A,Owner,Resident,5.0,965.0,Y,Y,2024-04-03,Zone 1 - Agreement,0,0,87.94,Tier 2 - Medium Risk
845449722,2008-03-07,35.0,2025-04-01,Phone,N,N,Resident,N,98.0,N,Y,N,2025-03-20,E,,Resident,5.0,982.0,Y,Y,2023-09-30,Zone 1 - Agreement,0,0,87.48,Tier 2 - Medium Risk
467736760,2008-11-11,2360.0,2025-02-18,Email,N,Y,Resident,N,53.0,N,Y,N,2024-12-30,E,Private Renter,Resident,7.0,538.0,Y,Y,2023-05-08,Zone 1 - Agreement,0,1,166.8,Tier 3 - High Risk
683448389,2006-05-13,1103.0,,SMS,Y,N,Resident,N,78.0,N,N,Y,2025-02-14,F,Owner,Resident,4.0,747.0,N,Y,2024-12-03,Zone 1 - Agreement,1,0,91.66,Tier 2 - Medium Risk
149576375,2002-08-01,2844.0,2025-02-17,Email,N,Y,Resident,N,53.0,N,N,N,2025-02-24,C,Owner,Resident,7.0,522.0,Y,Y,2024-03-15,Zone 1 - Agreement,0,1,173.24,Tier 3 - High Risk
626538242,2011-05-07,1253.0,,Email,N,Y,Resident,N,54.0,N,Y,Y,2025-02-09,D,Owner,Resident,8.0,826.0,Y,Y,2021-08-22,Zone 1 - Agreement,0,1,125.93,Tier 3 - High Risk
482057671,1995-04-17,1706.0,,SMS,Y,N,Resident,N,55.0,N,Y,N,2024-12-10,D,Private Renter,Resident,2.0,709.0,N,Y,2025-09-22,Zone 1 - Agreement,1,0,124.49,Tier 3 - High Risk
579910599,2011-06-09,1898.0,2024-12-17,SMS,Y,N,Resident,N,79.0,N,Y,N,2024-12-16,E,Private Renter,Resident,1.0,713.0,Y,Y,2025-10-03,Zone 1 - Agreement,1,0,102.01,Tier 3 - High Risk
274353592,1999-06-30,3576.0,2024-04-17,SMS,Y,N,Resident,N,28.0,N,N,Y,2023-07-20,E,Private Renter,Resident,2.0,275.0,Y,Y,2025-09-19,Zone 1 - Agreement,1,0,213.59,Tier 3 - High Risk
731587561,2018-06-19,2642.0,2024-09-11,Email,N,Y,Resident,N,44.0,N,N,N,2025-01-25,D,Owner,Resident,7.0,708.0,Y,Y,2022-09-30,Zone 1 - Agreement,0,1,161.62,Tier 3 - High Risk
906910453,2010-01-03,3278.0,2025-01-16,Letter,N,N,Resident,N,17.0,N,Y,Y,2023-06-20,B,Private Renter,Resident,6.0,372.0,Y,Y,2023-06-23,Zone 1 - Agreement,0,0,261.91,Tier 3 - High Risk
741304687,2003-06-04,563.0,2025-03-16,SMS,Y,N,Resident,N,92.0,N,Y,Y,2025-03-14,D,Social Renter,Resident,3.0,960.0,Y,Y,2025-07-31,Zone 1 - Agreement,1,0,50.96,Tier 1 - Low Risk
207948967,1995-10-03,892.0,2025-03-10,SMS,Y,N,Resident,N,79.0,N,N,Y,2025-02-08,D,Private Renter,Resident,6.0,949.0,Y,Y,2023-07-07,Zone 1 - Agreement,1,0,68.35,Tier 1 - Low Risk
482649386,1995-09-07,77.0,2025-04-02,SMS,Y,N,Resident,N,86.0,N,N,Y,2025-03-13,B,Owner,Resident,7.0,955.0,Y,Y,2022-12-10,Zone 1 - Agreement,1,0,52.6,Tier 1 - Low Risk
819142306,1999-05-01,1960.0,2025-01-09,Phone,N,N,Resident,N,58.0,N,Y,N,2025-02-14,D,Social Renter,Resident,7.0,864.0,Y,Y,2022-06-11,Zone 1 - Agreement,0,0,158.53,Tier 3 - High Risk
425529755,2016-08-20,7.0,2025-04-09,SMS,Y,N,Resident,N,90.0,N,Y,N,2025-04-09,B,Private Renter,Resident,4.0,986.0,Y,Y,2024-10-17,Zone 1 - Agreement,1,0,44.8,Tier 1 - Low Risk
152472190,2010-07-28,3083.0,2023-04-03,Phone,N,N,Resident,N,16.0,N,N,Y,2023-11-29,E,Social Renter,Resident,3.0,364.0,Y,Y,2025-06-17,Zone 1 - Agreement,0,0,261.76,Tier 3 - High Risk
251932469,2001-11-23,2026.0,2025-01-18,Email,N,Y,Resident,N,51.0,N,N,N,2024-11-14,C,Owner,Resident,2.0,617.0,Y,Y,2025-10-01,Zone 1 - Agreement,0,1,157.56,Tier 3 - High Risk
938847883,2011-08-31,5.0,2025-03-21,Email,N,Y,Resident,N,89.0,N,N,Y,2025-03-31,A,Owner,Resident,3.0,972.0,Y,Y,2025-05-24,Zone 1 - Agreement,0,1,63.85,Tier 1 - Low Risk
792320040,2015-01-23,18.0,2025-04-04,SMS,Y,N,Resident,N,93.0,N,Y,Y,2025-03-14,A,Owner,Resident,5.0,971.0,Y,Y,2023-10-31,Zone 1 - Agreement,1,0,43.41,Tier 1 - Low Risk
363631081,1998-08-03,2309.0,2025-02-17,Email,N,Y,Resident,N,26.0,N,N,Y,2024-11-25,F,Social Renter,Resident,1.0,517.0,Y,N,2025-10-03,Zone 1 - Agreement,0,1,195.39,Tier 3 - High Risk
229321171,2012-06-18,950.0,2025-03-09,SMS,Y,N,Resident,N,90.0,N,N,Y,2025-03-15,A,Owner,Resident,2.0,883.0,Y,Y,2025-09-25,Zone 1 - Agreement,1,0,64.53,Tier 1 - Low Risk
641079246,2004-10-10,2047.0,2024-11-03,Phone,N,N,Resident,N,49.0,N,N,Y,2024-11-04,C,Owner,Resident,8.0,542.0,Y,N,2023-01-06,Zone 1 - Agreement,0,0,200.6,Tier 3 - High Risk
211904295,2006-02-26,3332.0,2023-07-03,Letter,N,N,Resident,N,27.0,N,N,N,2023-04-19,D,Private Renter,Resident,1.0,364.0,Y,Y,2025-10-03,Zone 1 - Agreement,0,0,253.25,Tier 3 - High Risk
127044283,2000-04-19,2093.0,2024-11-23,Phone,N,N,Resident,N,46.0,N,N,Y,2025-01-14,F,Social Renter,Resident,5.0,676.0,Y,Y,2023-11-27,Zone 1 - Agreement,0,0,190.66,Tier 3 - High Risk
650757444,2002-01-20,36.0,2025-03-25,SMS,Y,N,Forwarding Address,N,86.0,N,Y,N,2025-04-08,E,Social Renter,Resident,2.0,983.0,Y,Y,2025-09-25,Zone 3 - Only dp3 says Resident,1,0,49.39,Tier 1 - Low Risk
293048991,2001-07-05,2508.0,2025-03-11,Phone,N,N,Resident,N,29.0,N,N,N,2025-01-04,F,Private Renter,Resident,7.0,534.0,Y,N,2022-04-06,Zone 1 - Agreement,0,0,226.01,Tier 3 - High Risk
