UID,Embed_X,Embed_Y,Account Open Date,Arrears Balance,Last Payment Date,Last Collections Action,Mobile Flag,Email Flag,dp1 Result Code,dp1 IVA/CCJ Flag,dp1 Score,dp1 Deceased Flag,dp1 Mobile Flag,dp1 Email Flag,dp1 Latest Residency Confirmation Date,dp2 Council Tax Band,dp2 Occupancy Style,dp3 Match Type,dp3 Match Level,dp3 Score,dp3 Mobile Flag,dp3 Email Flag,dp3 Latest Residency Confirmation Date,Residency Zone,Mobile_Available,Email_Available,Segment_Risk_Score,Action_Tier,Anomaly Label,Cluster,Recovery Strategy
702872763,-1.0101308,0.6163788,2011-11-04,36.0,2025-03-22,Email,N,Y,Resident,N,91.0,N,Y,N,2025-04-03,B,Social Renter,Resident,6.0,989.0,Y,Y,2023-01-11,Zone 1 - Agreement,0,1,60.46,Tier 1 - Low Risk,Normal,0,"📲 SMS (Low Risk, Tier-1)"
569117392,-1.2152458,0.49002582,2014-05-08,87.0,2025-04-08,Email,N,Y,Resident,N,93.0,N,N,N,2025-04-02,B,Private Renter,Resident,6.0,973.0,Y,Y,2023-07-22,Zone 1 - Agreement,0,1,60.57,Tier 1 - Low Risk,Normal,0,"📲 SMS (Low Risk, Tier-1)"
303600415,0.07983213,2.7536044,2011-07-19,867.0,2025-03-01,SMS,Y,N,Resident,N,87.0,N,Y,Y,2025-03-17,B,Social Renter,Resident,9.0,940.0,Y,Y,2020-11-21,Zone 1 - Agreement,1,0,61.0,Tier 1 - Low Risk,Normal,2,"🕵️ Trace First (High Risk, Tier-3)"
853249958,-1.6832203,0.39596364,2014-04-24,27.0,2025-04-02,Email,N,Y,Resident,N,91.0,N,Y,N,2025-03-16,,Owner,Resident,1.0,981.0,Y,Y,2025-10-03,Zone 1 - Agreement,0,1,61.17,Tier 1 - Low Risk,Normal,0,"📲 SMS (Low Risk, Tier-1)"
745868401,-1.5709838,0.3564196,2008-12-21,26.0,2025-03-20,Email,N,Y,Resident,N,92.0,N,Y,N,2025-04-06,A,Owner,Forwarding Address,8.0,969.0,Y,Y,2020-09-10,Zone 2 - Only dp1 says Resident,0,1,61.36,Tier 1 - Low Risk,Normal,0,"📲 SMS (Low Risk, Tier-1)"
457721815,-0.21469568,2.9645596,2013-11-12,634.0,2025-03-21,SMS,Y,N,Resident,N,85.0,N,Y,Y,2025-03-15,B,Owner,Resident,1.0,929.0,Y,Y,2025-10-03,Zone 1 - Agreement,1,0,61.77,Tier 1 - Low Risk,Normal,2,"🕵️ Trace First (High Risk, Tier-3)"
818897201,-0.16954204,2.8970804,2008-12-04,305.0,2025-02-19,SMS,Y,N,Resident,N,87.0,N,Y,Y,2025-02-28,B,Owner,Forwarding Address,8.0,875.0,Y,Y,2021-04-11,Zone 2 - Only dp1 says Resident,1,0,61.88,Tier 1 - Low Risk,Normal,2,"🕵️ Trace First (High Risk, Tier-3)"
182053799,-1.6486315,0.37987968,2016-02-16,70.0,2025-03-16,Email,N,Y,Resident,N,92.0,N,N,Y,2025-03-31,E,Owner,Resident,8.0,965.0,Y,Y,2022-11-20,Zone 1 - Agreement,0,1,62.2,Tier 1 - Low Risk,Normal,0,"📲 SMS (Low Risk, Tier-1)"
639032183,-1.6661141,0.39349243,2002-06-17,35.0,,Email,N,Y,Resident,N,90.0,N,Y,Y,2025-03-20,A,Owner,Resident,3.0,981.0,Y,Y,2025-08-08,Zone 1 - Agreement,0,1,62.25,Tier 1 - Low Risk,Normal,0,"📲 SMS (Low Risk, Tier-1)"
615632965,-0.17355926,2.956819,2006-03-28,812.0,2025-02-22,SMS,Y,N,Resident,N,84.0,N,N,Y,2025-03-29,D,Owner,Resident,7.0,950.0,Y,Y,2023-03-11,Zone 1 - Agreement,1,0,62.45,Tier 1 - Low Risk,Normal,2,"🕵️ Trace First (High Risk, Tier-3)"
617721246,0.10686971,2.727265,2008-07-25,923.0,2025-02-22,SMS,Y,N,Resident,N,92.0,N,Y,N,2025-03-12,A,Social Renter,Resident,9.0,880.0,Y,Y,2021-06-17,Zone 1 - Agreement,1,0,62.56,Tier 1 - Low Risk,Normal,2,"🕵️ Trace First (High Risk, Tier-3)"
319239117,-0.11508757,2.891152,2002-01-14,433.0,2025-02-11,SMS,Y,N,Resident,N,89.0,N,N,N,2025-02-08,B,Owner,Forwarding Address,5.0,854.0,Y,N,2024-02-06,Zone 2 - Only dp1 says Resident,1,0,63.26,Tier 1 - Low Risk,Normal,2,"🕵️ Trace First (High Risk, Tier-3)"
938847883,-1.6475456,0.38415408,2011-08-31,5.0,2025-03-21,Email,N,Y,Resident,N,89.0,N,N,Y,2025-03-31,A,Owner,Resident,3.0,972.0,Y,Y,2025-05-24,Zone 1 - Agreement,0,1,63.85,Tier 1 - Low Risk,Normal,0,"📲 SMS (Low Risk, Tier-1)"
940694074,-1.179759,0.4801804,1996-03-02,23.0,2025-03-10,Email,N,Y,Resident,N,90.0,N,N,Y,2025-04-07,C,Private Renter,Resident,5.0,963.0,Y,Y,2024-02-21,Zone 1 - Agreement,0,1,63.93,Tier 1 - Low Risk,Normal,0,"📲 SMS (Low Risk, Tier-1)"
670529303,0.0022545997,2.8142083,2011-05-31,116.0,2025-04-05,SMS,Y,N,Resident,N,75.0,N,Y,N,2025-02-15,A,Social Renter,Resident,3.0,954.0,Y,Y,2025-08-10,Zone 1 - Agreement,1,0,64.09,Tier 1 - Low Risk,Normal,2,"🕵️ Trace First (High Risk, Tier-3)"
897215186,-1.6264565,0.38513798,2000-09-05,79.0,2025-04-06,Email,N,Y,Resident,N,89.0,N,N,N,2025-03-14,B,Owner,Resident,3.0,977.0,N,Y,2025-07-23,Zone 1 - Agreement,0,1,64.09,Tier 1 - Low Risk,Normal,0,"📲 SMS (Low Risk, Tier-1)"
229321171,-0.095281884,2.9467647,2012-06-18,950.0,2025-03-09,SMS,Y,N,Resident,N,90.0,N,N,Y,2025-03-15,A,Owner,Resident,2.0,883.0,Y,Y,2025-09-25,Zone 1 - Agreement,1,0,64.53,Tier 1 - Low Risk,Normal,2,"🕵️ Trace First (High Risk, Tier-3)"
741235324,0.058573835,2.9020166,2013-12-04,309.0,2025-03-28,SMS,Y,N,Resident,N,82.0,N,N,N,2025-02-15,A,Private Renter,Resident,4.0,893.0,Y,N,2024-10-25,Zone 1 - Agreement,1,0,65.12,Tier 1 - Low Risk,Normal,2,"🕵️ Trace First (High Risk, Tier-3)"
358600742,-1.1609675,0.48701295,2017-08-19,45.0,2025-03-27,Email,N,Y,Resident,N,88.0,N,Y,Y,2025-03-27,A,Private Renter,Resident,5.0,973.0,N,Y,2024-07-12,Zone 1 - Agreement,0,1,65.15,Tier 1 - Low Risk,Normal,0,"📲 SMS (Low Risk, Tier-1)"
166962694,-1.6108537,0.3690224,1998-11-29,29.0,2025-03-28,Email,N,Y,Resident,N,89.0,N,N,Y,2025-03-22,A,Owner,Resident,3.0,958.0,Y,Y,2025-06-20,Zone 1 - Agreement,0,1,65.49,Tier 1 - Low Risk,Normal,0,"📲 SMS (Low Risk, Tier-1)"
231891905,-1.1506872,0.4838253,1998-11-20,50.0,2025-03-30,Email,N,Y,Resident,N,88.0,N,Y,N,2025-03-20,A,Private Renter,Resident,8.0,969.0,Y,N,2023-06-23,Zone 1 - Agreement,0,1,65.6,Tier 1 - Low Risk,Normal,0,"📲 SMS (Low Risk, Tier-1)"
865138414,-1.6102775,0.37462437,2007-10-24,34.0,2025-03-17,Email,N,Y,Resident,N,88.0,N,Y,Y,2025-04-06,A,Owner,Resident,6.0,966.0,Y,Y,2022-01-28,Zone 1 - Agreement,0,1,65.74,Tier 1 - Low Risk,Normal,0,"📲 SMS (Low Risk, Tier-1)"
684288496,-0.18894684,3.0258877,2009-07-04,217.0,2025-03-05,SMS,Y,N,Resident,N,78.0,N,Y,N,2025-03-11,C,Owner,Resident,5.0,915.0,Y,Y,2024-08-09,Zone 1 - Agreement,1,0,66.0,Tier 1 - Low Risk,Normal,2,"🕵️ Trace First (High Risk, Tier-3)"
101711316,-1.598305,0.36220595,2014-01-08,27.0,2025-03-15,Email,N,Y,Resident,N,89.0,N,Y,N,2025-03-30,A,Owner,Resident,6.0,951.0,Y,Y,2021-10-02,Zone 1 - Agreement,0,1,66.17,Tier 1 - Low Risk,Normal,0,"📲 SMS (Low Risk, Tier-1)"
894354121,0.18217325,2.8867235,2008-09-04,822.0,2025-02-25,SMS,Y,N,Resident,N,86.0,N,Y,N,2025-02-27,A,Private Renter,Resident,9.0,893.0,Y,Y,2021-05-31,Zone 1 - Agreement,1,0,66.25,Tier 1 - Low Risk,Normal,2,"🕵️ Trace First (High Risk, Tier-3)"
477481308,-0.11168139,2.989994,2016-03-09,608.0,2025-03-10,SMS,Y,N,Resident,N,84.0,N,N,N,2025-03-04,C,Owner,Resident,7.0,890.0,Y,Y,2021-03-18,Zone 1 - Agreement,1,0,66.41,Tier 1 - Low Risk,Normal,2,"🕵️ Trace First (High Risk, Tier-3)"
114936964,-1.5892178,0.37954465,2009-01-21,69.0,2025-03-24,Email,N,Y,Resident,N,86.0,N,Y,Y,2025-03-20,A,Owner,Resident,1.0,977.0,Y,Y,2025-10-03,Zone 1 - Agreement,0,1,66.99,Tier 1 - Low Risk,Normal,0,"📲 SMS (Low Risk, Tier-1)"
745075195,-1.5718948,0.36521035,1997-06-05,99.0,,Email,N,Y,Resident,N,88.0,N,N,Y,2025-03-13,C,Owner,Resident,7.0,960.0,Y,Y,2020-11-19,Zone 1 - Agreement,0,1,66.99,Tier 1 - Low Risk,Normal,0,"📲 SMS (Low Risk, Tier-1)"
352945992,-0.07478869,2.9782755,2007-05-06,719.0,2025-03-11,SMS,Y,N,Resident,N,88.0,N,Y,Y,2025-02-25,B,Owner,Resident,2.0,855.0,Y,Y,2025-09-21,Zone 1 - Agreement,1,0,67.02,Tier 1 - Low Risk,Normal,2,"🕵️ Trace First (High Risk, Tier-3)"
923855486,-1.5925952,0.37775522,2001-08-09,47.0,2025-03-17,Email,N,Y,Resident,N,86.0,N,Y,N,2025-04-08,B,Owner,Resident,5.0,974.0,Y,Y,2023-11-11,Zone 1 - Agreement,0,1,67.07,Tier 1 - Low Risk,Normal,0,"📲 SMS (Low Risk, Tier-1)"
386945483,-1.5680729,0.36323228,2001-02-10,99.0,2025-03-13,Email,N,Y,Resident,N,88.0,N,Y,Y,2025-03-17,A,Owner,Resident,7.0,958.0,Y,Y,2021-01-10,Zone 1 - Agreement,0,1,67.19,Tier 1 - Low Risk,Normal,0,"📲 SMS (Low Risk, Tier-1)"
330902021,-1.5810673,0.36910442,2001-05-11,62.0,2025-04-03,Email,N,Y,Resident,N,87.0,N,N,Y,2025-04-02,B,Owner,Resident,5.0,964.0,Y,Y,2023-10-16,Zone 1 - Agreement,0,1,67.22,Tier 1 - Low Risk,Normal,0,"📲 SMS (Low Risk, Tier-1)"
243997861,-1.5746292,0.37617466,1998-01-16,95.0,2025-03-31,Email,N,Y,Resident,N,86.0,N,Y,Y,2025-04-07,,Owner,Resident,6.0,975.0,Y,Y,2021-10-30,Zone 1 - Agreement,0,1,67.45,Tier 1 - Low Risk,Normal,0,"📲 SMS (Low Risk, Tier-1)"
442506900,0.09300092,2.7730103,1997-02-04,333.0,2025-03-03,SMS,Y,N,Resident,N,84.0,N,Y,N,2025-03-28,C,Social Renter,Resident,2.0,851.0,Y,Y,2025-09-25,Zone 1 - Agreement,1,0,67.56,Tier 1 - Low Risk,Normal,2,"🕵️ Trace First (High Risk, Tier-3)"
396268156,-0.04223804,2.9786525,2018-08-09,878.0,2025-02-25,SMS,Y,N,Resident,N,83.0,N,Y,Y,2025-03-19,A,Owner,Resident,4.0,914.0,Y,N,2024-12-20,Zone 1 - Agreement,1,0,67.71,Tier 1 - Low Risk,Normal,2,"🕵️ Trace First (High Risk, Tier-3)"
570996653,-1.5702703,0.36399853,2002-08-09,65.0,2025-03-28,Email,N,Y,Resident,N,87.0,N,N,N,2025-03-23,B,Owner,Resident,6.0,959.0,Y,Y,2022-06-28,Zone 1 - Agreement,0,1,67.75,Tier 1 - Low Risk,Normal,0,"📲 SMS (Low Risk, Tier-1)"
661888095,-1.5775039,0.3582554,2014-12-16,6.0,2025-03-31,Email,N,Y,Resident,N,87.0,N,Y,N,2025-04-04,B,Owner,Resident,5.0,950.0,Y,Y,2024-04-30,Zone 1 - Agreement,0,1,68.06,Tier 1 - Low Risk,Normal,0,"📲 SMS (Low Risk, Tier-1)"
182051346,0.23825598,2.897912,2015-10-02,926.0,2025-03-06,SMS,Y,N,Resident,N,82.0,N,Y,N,2025-02-20,C,Private Renter,Resident,2.0,925.0,Y,Y,2025-09-19,Zone 1 - Agreement,1,0,68.09,Tier 1 - Low Risk,Normal,2,"🕵️ Trace First (High Risk, Tier-3)"
661941758,0.11457128,2.7746005,2004-11-11,381.0,2025-03-25,SMS,Y,N,Resident,N,83.0,N,Y,Y,2025-03-12,B,Social Renter,Resident,4.0,859.0,Y,N,2024-12-30,Zone 1 - Agreement,1,0,68.24,Tier 1 - Low Risk,Normal,2,"🕵️ Trace First (High Risk, Tier-3)"
207948967,0.23723736,2.9070268,1995-10-03,892.0,2025-03-10,SMS,Y,N,Resident,N,79.0,N,N,Y,2025-02-08,D,Private Renter,Resident,6.0,949.0,Y,Y,2023-07-07,Zone 1 - Agreement,1,0,68.35,Tier 1 - Low Risk,Normal,2,"🕵️ Trace First (High Risk, Tier-3)"
178049468,0.21227184,2.7247808,2005-01-23,946.0,,SMS,Y,N,Resident,N,90.0,N,Y,Y,2025-03-05,B,Social Renter,Resident,5.0,842.0,Y,Y,2023-09-12,Zone 1 - Agreement,1,0,68.59,Tier 1 - Low Risk,Normal,2,"🕵️ Trace First (High Risk, Tier-3)"
530608356,-1.1074828,0.46981034,2011-10-12,9.0,2025-03-17,Email,N,Y,Resident,N,86.0,N,N,Y,2025-04-06,C,Private Renter,Resident,1.0,953.0,Y,Y,2025-10-03,Zone 1 - Agreement,0,1,68.79,Tier 1 - Low Risk,Normal,0,"📲 SMS (Low Risk, Tier-1)"
172569361,-0.06079206,3.0043764,2013-10-20,548.0,2025-03-08,SMS,Y,N,Resident,N,85.0,N,Y,N,2025-03-14,E,Owner,Resident,1.0,849.0,Y,Y,2025-10-03,Zone 1 - Agreement,1,0,68.91,Tier 1 - Low Risk,Normal,2,"🕵️ Trace First (High Risk, Tier-3)"
167593491,0.12345852,2.911384,1999-05-17,259.0,,SMS,Y,N,Resident,N,79.0,N,N,N,2025-02-28,B,Private Renter,Resident,9.0,877.0,Y,Y,2020-03-30,Zone 1 - Agreement,1,0,69.22,Tier 1 - Low Risk,Normal,2,"🕵️ Trace First (High Risk, Tier-3)"
756940253,0.20998482,2.9056754,2006-05-25,663.0,2025-03-21,SMS,Y,N,Resident,N,80.0,N,Y,Y,2025-03-02,D,Private Renter,Resident,2.0,905.0,Y,Y,2025-09-21,Zone 1 - Agreement,1,0,69.46,Tier 1 - Low Risk,Normal,2,"🕵️ Trace First (High Risk, Tier-3)"
820238454,-1.0802693,0.27268505,1997-04-11,64.0,,Email,N,Y,Resident,N,85.0,N,Y,N,2025-03-12,B,,Resident,8.0,955.0,Y,Y,2022-12-04,Zone 1 - Agreement,0,1,70.14,Tier 2 - Medium Risk,Normal,0,"📲 SMS (Low Risk, Tier-1)"
496676081,-0.9359669,0.4770602,2002-08-27,521.0,,Email,N,Y,Resident,N,89.0,N,Y,Y,2025-03-24,D,Private Renter,Resident,7.0,959.0,Y,Y,2024-02-10,Zone 1 - Agreement,0,1,70.31,Tier 2 - Medium Risk,Normal,0,"📲 SMS (Low Risk, Tier-1)"
304971810,-0.7676486,0.47194856,2008-07-20,217.0,2025-02-13,Email,N,Y,Resident,N,95.0,N,N,Y,2025-03-23,B,Social Renter,Resident,3.0,866.0,Y,Y,2025-04-02,Zone 1 - Agreement,0,1,70.57,Tier 2 - Medium Risk,Normal,0,"📲 SMS (Low Risk, Tier-1)"
648598769,-0.040831625,3.030648,2012-10-27,485.0,2025-04-01,SMS,Y,N,Resident,N,77.0,N,N,Y,2025-03-05,,Owner,Resident,4.0,905.0,Y,Y,2024-10-28,Zone 1 - Agreement,1,0,70.68,Tier 2 - Medium Risk,Normal,2,"🕵️ Trace First (High Risk, Tier-3)"
600911323,-1.4721398,0.3221514,2013-05-17,184.0,2025-03-12,Email,N,Y,Resident,N,89.0,N,Y,Y,2025-03-20,A,Owner,Resident,7.0,919.0,Y,Y,2021-02-13,Zone 1 - Agreement,0,1,70.94,Tier 2 - Medium Risk,Normal,0,"📲 SMS (Low Risk, Tier-1)"
115854033,0.011300834,3.011034,1999-10-05,763.0,2025-03-07,SMS,Y,N,Resident,N,78.0,N,Y,Y,2025-03-30,D,Owner,Resident,3.0,919.0,Y,Y,2025-03-18,Zone 1 - Agreement,1,0,71.06,Tier 2 - Medium Risk,Normal,2,"🕵️ Trace First (High Risk, Tier-3)"
714709782,-1.3813136,0.33415505,2017-06-25,551.0,2025-03-09,Email,N,Y,Resident,N,89.0,N,Y,Y,2025-03-28,B,Owner,Resident,3.0,951.0,Y,Y,2025-03-08,Zone 1 - Agreement,0,1,71.41,Tier 2 - Medium Risk,Normal,0,"📲 SMS (Low Risk, Tier-1)"
450704884,0.3061017,2.898234,1996-10-14,901.0,2025-03-10,SMS,Y,N,Resident,N,82.0,N,Y,Y,2025-03-23,B,Private Renter,Resident,1.0,882.0,Y,Y,2025-10-03,Zone 1 - Agreement,1,0,72.14,Tier 2 - Medium Risk,Normal,2,"🕵️ Trace First (High Risk, Tier-3)"
569022607,0.24069916,2.9068925,1995-03-21,504.0,,SMS,Y,N,Resident,N,80.0,N,Y,Y,2025-03-15,B,Private Renter,Resident,8.0,854.0,N,Y,2020-11-05,Zone 1 - Agreement,1,0,72.97,Tier 2 - Medium Risk,Normal,2,"🕵️ Trace First (High Risk, Tier-3)"
299733797,0.2706114,2.7714925,2017-06-22,723.0,2025-03-04,SMS,Y,N,Resident,N,79.0,N,Y,N,2025-03-07,B,Social Renter,Resident,6.0,880.0,Y,Y,2021-09-30,Zone 1 - Agreement,1,0,73.56,Tier 2 - Medium Risk,Normal,2,"🕵️ Trace First (High Risk, Tier-3)"
963922317,0.07106374,3.0241575,2002-10-02,694.0,,SMS,Y,N,Resident,N,81.0,N,Y,N,2025-03-17,D,Owner,Resident,2.0,854.0,Y,Y,2025-09-30,Zone 1 - Agreement,1,0,73.87,Tier 2 - Medium Risk,Normal,2,"🕵️ Trace First (High Risk, Tier-3)"
639524998,0.32709113,2.9046264,2001-02-09,841.0,2025-03-05,SMS,Y,N,Resident,N,80.0,N,N,Y,2025-03-09,D,Private Renter,Resident,9.0,878.0,Y,Y,2020-05-06,Zone 1 - Agreement,1,0,73.94,Tier 2 - Medium Risk,Normal,2,"🕵️ Trace First (High Risk, Tier-3)"
557283809,0.23824653,2.9089336,1997-06-23,387.0,2025-03-08,SMS,Y,N,Resident,N,77.0,N,Y,Y,2025-02-24,D,Private Renter,Resident,7.0,857.0,Y,Y,2023-12-29,Zone 1 - Agreement,1,0,74.5,Tier 2 - Medium Risk,Normal,2,"🕵️ Trace First (High Risk, Tier-3)"
515308316,0.25622585,2.9074802,2013-11-12,458.0,2025-03-19,SMS,Y,N,Resident,N,78.0,N,Y,Y,2025-03-22,B,Private Renter,Resident,1.0,853.0,Y,Y,2025-10-03,Zone 1 - Agreement,1,0,74.61,Tier 2 - Medium Risk,Normal,2,"🕵️ Trace First (High Risk, Tier-3)"
202958867,-0.77773875,0.23712377,2012-09-27,384.0,2025-03-01,Email,N,Y,Forwarding Address,N,89.0,N,Y,Y,2025-03-12,D,Private Renter,Forwarding Address,7.0,902.0,Y,Y,2020-09-27,Zone 4 - Neither says Resident,0,1,74.64,Tier 2 - Medium Risk,Normal,0,"📲 SMS (Low Risk, Tier-1)"
405840242,-0.92044044,0.44462463,2004-04-21,285.0,2025-02-23,Email,N,Y,Resident,N,86.0,N,N,Y,2025-03-07,D,Private Renter,Resident,4.0,921.0,Y,Y,2025-03-21,Zone 1 - Agreement,0,1,74.75,Tier 2 - Medium Risk,Normal,0,"📲 SMS (Low Risk, Tier-1)"
628530051,0.2839494,2.7848194,2017-02-02,639.0,2025-03-11,SMS,Y,N,Resident,N,76.0,N,Y,N,2025-03-03,D,Social Renter,Resident,7.0,887.0,Y,N,2023-01-13,Zone 1 - Agreement,1,0,75.02,Tier 2 - Medium Risk,Normal,2,"🕵️ Trace First (High Risk, Tier-3)"
510962926,-0.7746419,0.46064815,1997-04-25,789.0,2025-03-23,Email,N,Y,Resident,N,89.0,N,N,N,2025-02-13,D,Private Renter,Resident,8.0,938.0,Y,Y,2020-09-27,Zone 1 - Agreement,0,1,75.09,Tier 2 - Medium Risk,Normal,0,"📲 SMS (Low Risk, Tier-1)"
650973054,-1.2412012,0.2826885,1995-03-15,777.0,2025-03-13,Email,N,Y,Resident,N,92.0,N,N,N,2025-03-21,D,Owner,Resident,8.0,905.0,Y,Y,2019-09-15,Zone 1 - Agreement,0,1,75.27,Tier 2 - Medium Risk,Normal,0,"📲 SMS (Low Risk, Tier-1)"
834556486,-1.3863449,0.3332466,2017-08-01,339.0,2025-03-10,Email,N,Y,Resident,N,83.0,N,Y,Y,2025-03-20,B,Owner,Resident,9.0,951.0,Y,Y,2022-09-02,Zone 1 - Agreement,0,1,75.29,Tier 2 - Medium Risk,Normal,0,"📲 SMS (Low Risk, Tier-1)"
972156241,-1.3198931,0.26392204,2014-12-13,407.0,2025-03-19,Email,N,Y,Resident,N,92.0,N,Y,N,2025-02-24,B,Owner,Resident,4.0,866.0,Y,Y,2025-01-07,Zone 1 - Agreement,0,1,75.47,Tier 2 - Medium Risk,Normal,0,"📲 SMS (Low Risk, Tier-1)"
776547649,0.36823598,2.9073417,2016-04-10,886.0,2025-03-12,SMS,Y,N,Resident,N,79.0,N,N,N,2025-02-23,B,Private Renter,Resident,5.0,875.0,Y,Y,2024-07-18,Zone 1 - Agreement,1,0,75.69,Tier 2 - Medium Risk,Normal,2,"🕵️ Trace First (High Risk, Tier-3)"
767094752,0.15551963,2.9391017,2005-10-26,557.0,2025-02-22,SMS,Y,N,Resident,N,77.0,N,Y,N,2025-04-08,A,Owner,Forwarding Address,7.0,862.0,Y,Y,2021-11-28,Zone 2 - Only dp1 says Resident,1,0,75.7,Tier 2 - Medium Risk,Normal,2,"🕵️ Trace First (High Risk, Tier-3)"
697182149,-0.66822,0.41000253,2004-01-11,728.0,2025-03-21,Email,N,Y,Resident,N,95.0,N,Y,Y,2025-03-14,A,Private Renter,Resident,3.0,865.0,Y,Y,2025-07-15,Zone 1 - Agreement,0,1,75.78,Tier 2 - Medium Risk,Normal,0,"📲 SMS (Low Risk, Tier-1)"
822680286,-1.2232218,0.31049025,2004-07-16,881.0,2025-03-10,Email,N,Y,Resident,N,88.0,N,N,N,2025-03-14,B,Owner,Resident,1.0,947.0,Y,Y,2025-10-03,Zone 1 - Agreement,0,1,76.11,Tier 2 - Medium Risk,Normal,0,"📲 SMS (Low Risk, Tier-1)"
949653177,0.16360976,3.0190494,2015-02-28,929.0,2025-03-11,SMS,Y,N,Resident,N,81.0,N,N,Y,2025-02-18,B,Owner,Resident,4.0,853.0,Y,Y,2024-09-05,Zone 1 - Agreement,1,0,76.32,Tier 2 - Medium Risk,Normal,2,"🕵️ Trace First (High Risk, Tier-3)"
358060748,0.2691935,2.7757561,2001-07-16,462.0,2025-03-05,SMS,Y,N,Resident,N,77.0,N,Y,Y,2025-02-17,B,Social Renter,Resident,8.0,843.0,N,Y,2019-12-08,Zone 1 - Agreement,1,0,76.65,Tier 2 - Medium Risk,Normal,2,"🕵️ Trace First (High Risk, Tier-3)"
537404147,-0.74218696,0.20516239,2000-01-28,612.0,2025-03-02,Email,N,Y,Resident,N,93.0,N,Y,Y,2025-03-16,D,,Resident,9.0,864.0,Y,Y,2022-08-30,Zone 1 - Agreement,0,1,76.72,Tier 2 - Medium Risk,Normal,0,"📲 SMS (Low Risk, Tier-1)"
481150497,0.32452217,2.903611,2010-12-17,587.0,2025-02-25,SMS,Y,N,Resident,N,78.0,N,N,N,2025-02-23,E,Private Renter,Resident,5.0,841.0,Y,Y,2023-10-27,Zone 1 - Agreement,1,0,77.1,Tier 2 - Medium Risk,Normal,2,"🕵️ Trace First (High Risk, Tier-3)"
920546839,0.17541417,2.939061,2007-01-10,534.0,2025-03-02,SMS,Y,N,Resident,N,76.0,N,Y,N,2025-03-02,,Owner,Forwarding Address,5.0,855.0,Y,N,2024-06-09,Zone 2 - Only dp1 says Resident,1,0,77.17,Tier 2 - Medium Risk,Normal,2,"🕵️ Trace First (High Risk, Tier-3)"
704293176,-0.8477222,0.25005966,2009-01-18,129.0,2025-03-12,Email,N,Y,Resident,N,86.0,N,Y,Y,2025-02-21,C,,Resident,7.0,867.0,Y,Y,2022-03-24,Zone 1 - Agreement,0,1,78.59,Tier 2 - Medium Risk,Normal,0,"📲 SMS (Low Risk, Tier-1)"
420953415,-1.2638856,0.27022335,2001-10-26,468.0,2025-02-26,Email,N,Y,Resident,N,87.0,N,Y,Y,2025-02-15,E,Owner,Resident,9.0,886.0,Y,N,2019-09-04,Zone 1 - Agreement,0,1,79.08,Tier 2 - Medium Risk,Normal,0,"📲 SMS (Low Risk, Tier-1)"
878104128,-0.85469735,0.41733724,2009-03-15,161.0,2025-03-19,Email,N,Y,Resident,N,82.0,N,Y,N,2025-03-24,B,Private Renter,Resident,7.0,890.0,Y,Y,2024-01-03,Zone 1 - Agreement,0,1,80.61,Tier 2 - Medium Risk,Normal,0,"📲 SMS (Low Risk, Tier-1)"
967273874,-0.80566853,0.43586448,1998-11-28,258.0,2025-03-14,Email,N,Y,Resident,N,78.0,N,Y,N,2025-03-22,A,Private Renter,Resident,8.0,916.0,Y,Y,2022-08-01,Zone 1 - Agreement,0,1,82.98,Tier 2 - Medium Risk,Normal,0,"📲 SMS (Low Risk, Tier-1)"
664829574,-1.1620061,0.2475773,2011-01-02,499.0,2025-03-22,Email,N,Y,Resident,N,84.0,N,N,Y,2025-02-25,D,Owner,Resident,1.0,870.0,Y,Y,2025-10-03,Zone 1 - Agreement,0,1,83.99,Tier 2 - Medium Risk,Normal,0,"📲 SMS (Low Risk, Tier-1)"
503262349,-1.2313514,0.28445613,2017-10-24,376.0,2025-03-09,Email,N,Y,Resident,N,78.0,N,N,N,2025-03-08,B,Owner,Resident,1.0,914.0,Y,Y,2025-10-03,Zone 1 - Agreement,0,1,84.36,Tier 2 - Medium Risk,Normal,0,"📲 SMS (Low Risk, Tier-1)"
282730999,-0.6295499,0.44364753,2012-03-08,699.0,2025-03-10,Email,N,Y,Resident,N,80.0,N,Y,Y,2025-03-09,C,Private Renter,Resident,8.0,922.0,Y,Y,2022-10-06,Zone 1 - Agreement,0,1,84.79,Tier 2 - Medium Risk,Normal,0,"📲 SMS (Low Risk, Tier-1)"
414099252,-0.9556436,0.14107144,2009-01-08,995.0,2025-03-08,Email,N,Y,Forwarding Address,N,82.0,N,Y,Y,2025-02-28,C,Owner,Resident,2.0,930.0,Y,Y,2025-09-30,Zone 3 - Only dp3 says Resident,0,1,84.95,Tier 2 - Medium Risk,Normal,0,"📲 SMS (Low Risk, Tier-1)"
435797289,-1.1813977,1.7787241,2008-03-29,26.0,2025-03-20,Phone,N,N,Resident,N,99.0,N,N,Y,2025-03-25,A,Owner,Resident,3.0,988.0,Y,Y,2025-06-12,Zone 1 - Agreement,0,0,85.79,Tier 2 - Medium Risk,Normal,0,"📲 SMS (Low Risk, Tier-1)"
