UID,Account Open Date,Arrears Balance,Last Payment Date,Last Collections Action,Mobile Flag,Email Flag,dp1 Result Code,dp1 IVA/CCJ Flag,dp1 Score,dp1 Deceased Flag,dp1 Mobile Flag,dp1 Email Flag,dp1 Latest Residency Confirmation Date,dp2 Council Tax Band,dp2 Occupancy Style,dp3 Match Type,dp3 Match Level,dp3 Score,dp3 Mobile Flag,dp3 Email Flag,dp3 Latest Residency Confirmation Date,Residency Zone,Segment_Risk_Score,Action_Tier
395833316,2011-11-07,72.0,2025-03-18,Email,N,Y,Unmatched,,,,,,,B,Owner,Unmatched,,,,,,Zone 4 - Neither says Resident,81.6,Tier 2 – Medium Risk
333755164,1997-06-29,3455.0,2023-09-27,Letter,N,N,Unmatched,,,,,,,F,Private Renter,Unmatched,,,,,,Zone 4 - Neither says Resident,213.1,Tier 3 – High Risk
788419934,2017-11-04,1832.0,2024-11-21,Phone,N,N,Deceased,N,0.0,Y,N,N,2024-11-13,D,,Deceased,,,N,Y,,Zone 4 - Neither says Resident,,
897277224,2004-02-05,77.0,,SMS,Y,N,Deceased,N,0.0,Y,Y,N,2025-03-22,B,Social Renter,Deceased,,,Y,N,,Zone 4 - Neither says Resident,99.0,Tier 2 – Medium Risk
922412687,2006-01-12,1635.0,2024-12-26,Email,N,Y,Resident,N,51.0,N,Y,Y,2025-01-11,,Owner,Resident,4.0,725.0,Y,Y,2025-01-18,Zone 1 - Agreement,,
950641540,1995-07-06,2511.0,2024-12-12,SMS,Y,N,Resident,N,38.0,N,N,N,2024-09-03,E,Social Renter,Resident,7.0,604.0,Y,Y,2023-03-22,Zone 1 - Agreement,212.6,Tier 3 – High Risk
905808569,2013-07-11,2212.0,2025-01-22,Phone,N,N,Resident,N,29.0,N,N,N,2025-01-23,D,,Resident,9.0,662.0,Y,Y,2021-03-14,Zone 1 - Agreement,,
383022401,2003-01-23,7.0,2025-04-04,SMS,Y,N,Unmatched,,,,,,,B,Owner,Unmatched,,,,,,Zone 4 - Neither says Resident,81.6,Tier 2 – Medium Risk
456534349,2017-09-02,3161.0,2024-12-24,Letter,N,N,Resident,N,22.0,N,N,Y,2023-06-11,F,Private Renter,Resident,4.0,539.0,N,Y,2025-02-05,Zone 1 - Agreement,213.1,Tier 3 – High Risk
391670589,2003-12-22,40.0,2025-03-27,SMS,Y,N,Unmatched,,,,,,,A,Private Renter,Forwarding Address,4.0,975.0,Y,Y,2024-11-03,Zone 4 - Neither says Resident,73.0,Tier 2 – Medium Risk
676447399,2002-01-23,75.0,2025-03-31,SMS,Y,N,Resident,N,93.0,N,Y,Y,2025-04-08,B,Owner,Resident,9.0,985.0,Y,Y,2020-02-28,Zone 1 - Agreement,81.6,Tier 2 – Medium Risk
128167032,2000-12-24,432.0,2025-03-08,SMS,Y,N,Resident,N,95.0,N,N,N,2025-03-13,D,Private Renter,Resident,6.0,923.0,Y,Y,2022-05-23,Zone 1 - Agreement,136.7,Tier 3 – High Risk
552542730,2004-08-14,1209.0,,Email,N,Y,Resident,N,66.0,N,Y,Y,2024-11-26,F,Social Renter,Resident,6.0,765.0,Y,N,2023-12-24,Zone 1 - Agreement,238.0,Tier 3 – High Risk
869451307,2006-01-18,4500.0,2025-02-11,Letter,N,N,Resident,N,11.0,N,N,N,2021-12-31,,,Resident,6.0,82.0,Y,Y,2022-11-12,Zone 1 - Agreement,,
986348721,1995-03-18,5956.0,2021-06-19,Letter,N,N,Deceased,N,0.0,Y,N,N,2020-10-20,E,Social Renter,Deceased,,,Y,Y,,Zone 4 - Neither says Resident,212.6,Tier 3 – High Risk
299733797,2017-06-22,723.0,2025-03-04,SMS,Y,N,Resident,N,79.0,N,Y,N,2025-03-07,B,Social Renter,Resident,6.0,880.0,Y,Y,2021-09-30,Zone 1 - Agreement,99.0,Tier 2 – Medium Risk
491728096,2001-06-26,836.0,2025-02-19,Email,N,Y,Resident,N,88.0,N,Y,Y,2025-02-21,C,Social Renter,Unmatched,,,,,,Zone 2 - Only dp1 says Resident,144.7,Tier 3 – High Risk
683040413,2012-11-23,4524.0,2019-09-13,Letter,N,N,Resident,Y,10.0,N,N,Y,2021-01-31,E,Private Renter,Resident,1.0,38.0,Y,N,2025-10-03,Zone 1 - Agreement,192.1,Tier 3 – High Risk
949431243,2014-10-15,,2025-03-22,SMS,Y,N,Resident,N,78.0,N,N,N,2025-04-04,B,Owner,Resident,6.0,856.0,Y,Y,2024-02-20,Zone 1 - Agreement,81.6,Tier 2 – Medium Risk
569937851,2018-09-02,79.0,2025-03-22,SMS,Y,N,Resident,N,98.0,N,N,N,2025-04-09,E,Owner,Resident,3.0,954.0,Y,Y,2025-03-14,Zone 1 - Agreement,144.4,Tier 3 – High Risk
558907726,2006-11-22,3080.0,2023-10-21,Phone,N,N,Resident,N,30.0,N,N,N,2023-09-09,,Social Renter,Resident,9.0,539.0,N,Y,2021-12-04,Zone 1 - Agreement,,
704293176,2009-01-18,129.0,2025-03-12,Email,N,Y,Resident,N,86.0,N,Y,Y,2025-02-21,C,,Resident,7.0,867.0,Y,Y,2022-03-24,Zone 1 - Agreement,,
257299627,2001-10-21,216.0,2025-03-14,Email,N,Y,Resident,N,95.0,N,N,N,2025-03-12,D,Owner,Unmatched,,,,,,Zone 2 - Only dp1 says Resident,137.0,Tier 3 – High Risk
456482592,1999-05-21,2544.0,2024-11-04,Email,N,Y,Resident,N,58.0,N,N,N,2024-11-09,C,Social Renter,Unmatched,,,,,,Zone 2 - Only dp1 says Resident,144.7,Tier 3 – High Risk
767494162,2000-03-10,52.0,2025-04-06,SMS,Y,N,Resident,N,86.0,N,Y,Y,2025-04-06,A,Owner,Resident,6.0,989.0,Y,Y,2024-05-26,Zone 1 - Agreement,73.5,Tier 2 – Medium Risk
921340332,2011-05-22,3559.0,2023-11-27,SMS,Y,N,Deceased,N,0.0,Y,N,N,2023-04-24,E,Social Renter,Deceased,,,Y,Y,,Zone 4 - Neither says Resident,212.6,Tier 3 – High Risk
458710903,2004-03-08,1806.0,2024-12-27,SMS,Y,N,Resident,N,76.0,N,Y,Y,2024-12-17,D,Social Renter,Resident,9.0,816.0,Y,Y,2019-10-12,Zone 1 - Agreement,160.7,Tier 3 – High Risk
153305344,2005-08-08,246.0,,Email,N,Y,Unmatched,,,,,,,B,Private Renter,Unmatched,,,,,,Zone 4 - Neither says Resident,86.8,Tier 2 – Medium Risk
445208344,2010-07-16,,2025-04-03,Phone,N,N,Resident,N,79.0,N,N,N,2025-03-12,D,Owner,Resident,1.0,340.0,Y,Y,2025-10-03,Zone 1 - Agreement,137.0,Tier 3 – High Risk
450704884,1996-10-14,901.0,2025-03-10,SMS,Y,N,Resident,N,82.0,N,Y,Y,2025-03-23,B,Private Renter,Resident,1.0,882.0,Y,Y,2025-10-03,Zone 1 - Agreement,86.8,Tier 2 – Medium Risk
537279802,2003-07-23,3716.0,2023-04-07,Letter,N,N,Resident,Y,9.0,N,N,N,2023-05-04,D,Social Renter,Resident,8.0,112.0,Y,Y,2023-04-16,Zone 1 - Agreement,160.7,Tier 3 – High Risk
627539131,2007-07-22,2837.0,2024-10-05,Phone,N,N,Resident,N,48.0,N,N,Y,2024-09-17,D,Owner,Resident,8.0,538.0,Y,N,2022-02-14,Zone 1 - Agreement,137.0,Tier 3 – High Risk
786160296,2018-04-30,1973.0,2025-02-01,Email,N,Y,Forwarding Address,N,56.0,N,Y,N,2025-02-07,B,Owner,Resident,8.0,707.0,Y,N,2021-06-13,Zone 3 - Only dp3 says Resident,81.6,Tier 2 – Medium Risk
535182014,2003-08-16,2194.0,2024-08-18,Phone,N,N,Resident,N,38.0,N,N,N,2024-11-11,F,Owner,Resident,7.0,709.0,Y,Y,2023-05-15,Zone 1 - Agreement,171.5,Tier 3 – High Risk
293957703,2015-07-08,2689.0,2024-10-03,Phone,N,N,Resident,N,50.0,N,N,N,2024-10-31,F,Social Renter,Resident,2.0,614.0,Y,N,2025-09-20,Zone 1 - Agreement,238.0,Tier 3 – High Risk
680261899,1997-01-29,2930.0,2025-01-10,Phone,N,N,Resident,Y,10.0,N,N,N,2024-08-23,D,Social Renter,Forwarding Address,4.0,216.0,Y,Y,2024-11-27,Zone 2 - Only dp1 says Resident,160.7,Tier 3 – High Risk
481623203,2005-08-05,2942.0,2024-08-20,Letter,N,N,Resident,N,42.0,N,N,Y,2025-02-26,D,Private Renter,Resident,6.0,669.0,Y,Y,2022-07-12,Zone 1 - Agreement,136.7,Tier 3 – High Risk
134848953,2004-05-15,4370.0,,Letter,N,N,Resident,Y,6.0,N,N,N,2019-03-08,,Social Renter,Resident,6.0,139.0,Y,Y,2024-01-16,Zone 1 - Agreement,,
359287877,2015-07-19,1717.0,2025-02-20,SMS,Y,N,Resident,N,56.0,N,N,Y,2024-11-30,D,Owner,Resident,3.0,787.0,Y,Y,2025-04-02,Zone 1 - Agreement,137.0,Tier 3 – High Risk
407845951,2014-10-29,669.0,2025-03-13,SMS,Y,N,Unmatched,,,,,,,B,Owner,Resident,9.0,957.0,Y,Y,2022-05-12,Zone 3 - Only dp3 says Resident,81.6,Tier 2 – Medium Risk
695301457,2012-07-14,373.0,2025-02-19,Letter,N,N,Unmatched,,,,,,,D,Owner,Unmatched,,,,,,Zone 4 - Neither says Resident,137.0,Tier 3 – High Risk
481763633,2005-05-14,2526.0,2025-01-18,Email,N,Y,Deceased,N,0.0,Y,Y,N,2025-02-22,F,Social Renter,Deceased,,,Y,Y,,Zone 4 - Neither says Resident,238.0,Tier 3 – High Risk
361021241,2009-06-20,1678.0,2024-12-20,Email,N,Y,Forwarding Address,N,54.0,N,N,N,2024-12-03,E,Private Renter,Resident,1.0,727.0,Y,Y,2025-10-03,Zone 3 - Only dp3 says Resident,192.1,Tier 3 – High Risk
231234245,2008-04-29,31.0,2025-03-23,SMS,Y,N,Resident,N,99.0,N,Y,Y,2025-03-11,A,Owner,Resident,5.0,952.0,Y,Y,2023-12-29,Zone 1 - Agreement,73.5,Tier 2 – Medium Risk
514224829,2006-12-04,3947.0,2023-08-11,Phone,N,N,Resident,N,28.0,N,Y,N,2023-05-26,,Private Renter,Resident,6.0,498.0,Y,N,2024-02-06,Zone 1 - Agreement,,
450621146,2002-04-27,98.0,2025-03-15,SMS,Y,N,Resident,N,93.0,N,Y,Y,2025-03-21,B,Social Renter,Resident,1.0,967.0,Y,Y,2025-10-03,Zone 1 - Agreement,99.0,Tier 2 – Medium Risk
830281262,2002-10-30,412.0,2025-03-27,SMS,Y,N,Forwarding Address,N,91.0,N,Y,Y,2025-03-07,C,Private Renter,Deceased,,,Y,Y,,Zone 4 - Neither says Resident,108.1,Tier 3 – High Risk
106504409,2016-10-25,8.0,2025-04-01,SMS,Y,N,Resident,N,95.0,N,Y,Y,2025-03-30,B,Owner,Resident,7.0,974.0,Y,Y,2021-10-21,Zone 1 - Agreement,81.6,Tier 2 – Medium Risk
749500164,2005-11-13,26.0,2025-03-25,Phone,N,N,Deceased,N,0.0,Y,Y,N,2025-03-12,A,Owner,Deceased,,,Y,Y,,Zone 4 - Neither says Resident,73.5,Tier 2 – Medium Risk
103060434,2005-05-25,28.0,2025-03-30,SMS,Y,N,Resident,N,91.0,N,Y,Y,2025-03-10,A,Social Renter,Resident,8.0,969.0,Y,Y,2021-10-17,Zone 1 - Agreement,125.7,Tier 3 – High Risk
691998973,2009-08-24,1408.0,2025-01-28,SMS,Y,N,Resident,N,73.0,N,N,Y,2025-01-02,E,Owner,Resident,8.0,727.0,Y,Y,2020-11-04,Zone 1 - Agreement,144.4,Tier 3 – High Risk
496458582,2018-04-10,90.0,2025-03-26,SMS,Y,N,Resident,N,93.0,N,Y,Y,2025-04-02,B,Owner,Resident,1.0,977.0,Y,Y,2025-10-03,Zone 1 - Agreement,81.6,Tier 2 – Medium Risk
504124986,2004-04-16,2339.0,2024-10-17,Email,N,Y,Forwarding Address,N,43.0,N,N,N,2025-01-30,E,Owner,Resident,2.0,532.0,Y,Y,2025-09-19,Zone 3 - Only dp3 says Resident,144.4,Tier 3 – High Risk
515271667,2013-04-09,68.0,2025-03-20,SMS,Y,N,Unmatched,,,,,,,B,Private Renter,Unmatched,,,,,,Zone 4 - Neither says Resident,86.8,Tier 2 – Medium Risk
477481308,2016-03-09,608.0,2025-03-10,SMS,Y,N,Resident,N,84.0,N,N,N,2025-03-04,C,Owner,Resident,7.0,890.0,Y,Y,2021-03-18,Zone 1 - Agreement,97.8,Tier 2 – Medium Risk
147367001,1997-05-11,281.0,2025-03-04,Email,N,Y,Resident,N,88.0,N,Y,Y,2025-02-27,F,Owner,Unmatched,,,,,,Zone 2 - Only dp1 says Resident,171.5,Tier 3 – High Risk
715781077,2016-12-01,1737.0,2025-02-19,Email,N,Y,Resident,N,68.0,N,Y,N,2024-12-11,,Private Renter,Resident,2.0,701.0,Y,Y,2025-09-29,Zone 1 - Agreement,,
514380020,2000-02-17,38.0,2025-04-08,SMS,Y,N,Unmatched,,,,,,,B,Owner,Unmatched,,,,,,Zone 4 - Neither says Resident,81.6,Tier 2 – Medium Risk
373725870,1999-09-16,,2025-03-21,Email,N,Y,Resident,N,97.0,N,N,N,2025-03-12,C,Owner,Resident,2.0,511.0,Y,Y,2025-09-25,Zone 1 - Agreement,97.8,Tier 2 – Medium Risk
860426146,2007-12-30,833.0,2025-03-05,SMS,Y,N,Unmatched,,,,,,,B,,Resident,3.0,848.0,Y,Y,2025-05-11,Zone 3 - Only dp3 says Resident,,
575784316,2015-05-29,123.0,2025-03-07,SMS,Y,N,Resident,N,82.0,N,Y,Y,2025-03-11,C,Owner,Resident,6.0,942.0,Y,Y,2024-01-06,Zone 1 - Agreement,97.8,Tier 2 – Medium Risk
216202454,2000-11-24,15.0,2025-04-07,Email,N,Y,Deceased,N,0.0,Y,Y,N,2025-03-10,C,Owner,Deceased,,,Y,Y,,Zone 4 - Neither says Resident,97.8,Tier 2 – Medium Risk
278522580,2012-12-07,100.0,2025-03-27,Phone,N,N,Resident,N,98.0,N,Y,Y,2025-03-18,B,Owner,Resident,5.0,967.0,Y,Y,2024-06-28,Zone 1 - Agreement,81.6,Tier 2 – Medium Risk
407709860,2016-04-17,25.0,2025-03-19,SMS,Y,N,Resident,N,94.0,N,Y,Y,2025-04-06,B,Social Renter,Resident,7.0,983.0,Y,Y,2021-02-03,Zone 1 - Agreement,99.0,Tier 2 – Medium Risk
941340767,2013-11-07,15.0,2025-04-02,SMS,Y,N,Resident,N,97.0,N,Y,Y,2025-03-31,B,Owner,Resident,3.0,951.0,Y,Y,2025-06-18,Zone 1 - Agreement,81.6,Tier 2 – Medium Risk
925998290,2003-10-31,82.0,,SMS,Y,N,Resident,N,93.0,N,N,Y,2025-03-20,A,Social Renter,Resident,2.0,977.0,Y,Y,2025-09-21,Zone 1 - Agreement,125.7,Tier 3 – High Risk
428853474,2012-05-07,110.0,2025-02-21,SMS,Y,N,Unmatched,,,,,,,A,Owner,Resident,9.0,859.0,Y,Y,2019-12-05,Zone 3 - Only dp3 says Resident,73.5,Tier 2 – Medium Risk
691237331,2014-02-13,190.0,2025-03-02,SMS,Y,N,Resident,N,89.0,N,N,Y,2025-03-25,C,Owner,Resident,6.0,899.0,Y,Y,2022-10-22,Zone 1 - Agreement,97.8,Tier 2 – Medium Risk
518443736,2003-11-28,567.0,2025-02-26,SMS,Y,N,Unmatched,,,,,,,B,,Unmatched,,,,,,Zone 4 - Neither says Resident,,
114936964,2009-01-21,69.0,2025-03-24,Email,N,Y,Resident,N,86.0,N,Y,Y,2025-03-20,A,Owner,Resident,1.0,977.0,Y,Y,2025-10-03,Zone 1 - Agreement,73.5,Tier 2 – Medium Risk
502703183,2011-10-13,1740.0,2025-03-19,Phone,N,N,Resident,N,75.0,N,Y,N,2025-01-10,D,Owner,Resident,1.0,787.0,Y,Y,2025-10-03,Zone 1 - Agreement,137.0,Tier 3 – High Risk
603495783,1997-02-25,60.0,2025-03-26,Email,N,Y,Unmatched,,,,,,,B,Owner,Unmatched,,,,,,Zone 4 - Neither says Resident,81.6,Tier 2 – Medium Risk
623003147,2014-11-30,,,Phone,N,N,Unmatched,,,,,,,F,Owner,Resident,8.0,32.0,Y,N,2020-10-22,Zone 3 - Only dp3 says Resident,171.5,Tier 3 – High Risk
383139841,2001-11-16,1762.0,2025-01-21,Phone,N,N,Unmatched,,,,,,,A,Social Renter,Unmatched,,,,,,Zone 4 - Neither says Resident,125.7,Tier 3 – High Risk
932523976,1996-04-06,46.0,,SMS,Y,N,Resident,N,89.0,N,N,Y,2025-04-04,B,Owner,Resident,5.0,965.0,Y,Y,2023-09-20,Zone 1 - Agreement,81.6,Tier 2 – Medium Risk
244107988,2013-01-20,1961.0,2024-12-29,SMS,Y,N,Resident,N,59.0,N,N,N,2025-01-15,B,Social Renter,Unmatched,,,,,,Zone 2 - Only dp1 says Resident,99.0,Tier 2 – Medium Risk
239948135,2018-03-04,3179.0,2024-12-06,Letter,N,N,Resident,N,25.0,N,N,N,2023-05-04,E,Social Renter,Resident,1.0,284.0,Y,Y,2025-10-03,Zone 1 - Agreement,212.6,Tier 3 – High Risk
191185658,2006-10-02,1531.0,2025-03-25,Letter,N,N,Unmatched,,,,,,,D,Owner,Unmatched,,,,,,Zone 4 - Neither says Resident,137.0,Tier 3 – High Risk
427766840,2015-12-16,50.0,2025-04-02,SMS,Y,N,Deceased,N,0.0,Y,Y,Y,2025-04-03,A,Owner,Forwarding Address,9.0,964.0,Y,Y,2021-05-14,Zone 4 - Neither says Resident,73.5,Tier 2 – Medium Risk
968150791,2002-03-28,1759.0,2025-03-01,Email,N,Y,Resident,N,57.0,N,Y,Y,2025-02-08,F,Private Renter,Forwarding Address,5.0,715.0,N,Y,2024-04-06,Zone 2 - Only dp1 says Resident,213.1,Tier 3 – High Risk
620761294,2013-11-08,1039.0,2025-03-03,Letter,N,N,Resident,N,73.0,N,Y,Y,2025-01-15,,Private Renter,Resident,7.0,840.0,Y,N,2022-07-12,Zone 1 - Agreement,,
620998921,2004-10-18,,2025-03-10,SMS,Y,N,Resident,N,66.0,N,Y,N,2025-03-20,A,Owner,Resident,6.0,647.0,Y,N,2023-07-18,Zone 1 - Agreement,73.5,Tier 2 – Medium Risk
997390935,2010-10-19,1296.0,,Email,N,Y,Forwarding Address,N,50.0,N,Y,N,2025-01-24,,Owner,Forwarding Address,8.0,823.0,N,Y,2023-01-15,Zone 4 - Neither says Resident,,
231891905,1998-11-20,50.0,2025-03-30,Email,N,Y,Resident,N,88.0,N,Y,N,2025-03-20,A,Private Renter,Resident,8.0,969.0,Y,N,2023-06-23,Zone 1 - Agreement,73.0,Tier 2 – Medium Risk
978990915,1996-02-15,96.0,2025-03-15,SMS,Y,N,Deceased,N,0.0,Y,N,Y,2025-03-22,D,Private Renter,Deceased,,,Y,Y,,Zone 4 - Neither says Resident,136.7,Tier 3 – High Risk
555017875,2015-10-20,54.0,,Phone,N,N,Resident,N,94.0,N,Y,N,2025-03-14,A,Owner,Forwarding Address,5.0,987.0,Y,Y,2024-06-02,Zone 2 - Only dp1 says Resident,73.5,Tier 2 – Medium Risk
822680286,2004-07-16,881.0,2025-03-10,Email,N,Y,Resident,N,88.0,N,N,N,2025-03-14,B,Owner,Resident,1.0,947.0,Y,Y,2025-10-03,Zone 1 - Agreement,81.6,Tier 2 – Medium Risk
232891241,1996-07-21,1699.0,2025-01-05,Email,N,Y,Resident,N,70.0,N,N,Y,2025-02-02,E,Social Renter,Resident,4.0,736.0,Y,Y,2024-12-10,Zone 1 - Agreement,212.6,Tier 3 – High Risk
661941758,2004-11-11,381.0,2025-03-25,SMS,Y,N,Resident,N,83.0,N,Y,Y,2025-03-12,B,Social Renter,Resident,4.0,859.0,Y,N,2024-12-30,Zone 1 - Agreement,99.0,Tier 2 – Medium Risk
458062255,2001-09-03,4186.0,2022-08-22,Letter,N,N,Resident,Y,7.0,N,N,N,2022-01-27,D,Owner,Resident,4.0,26.0,Y,Y,2024-11-10,Zone 1 - Agreement,137.0,Tier 3 – High Risk
822875548,2014-05-16,727.0,,SMS,Y,N,Unmatched,,,,,,,B,Private Renter,Forwarding Address,6.0,882.0,Y,Y,2023-12-09,Zone 4 - Neither says Resident,86.8,Tier 2 – Medium Risk
427105064,2013-10-17,608.0,2025-03-30,Phone,N,N,Unmatched,,,,,,,B,Social Renter,Resident,1.0,916.0,Y,Y,2025-10-03,Zone 3 - Only dp3 says Resident,99.0,Tier 2 – Medium Risk
731581993,2002-11-07,1668.0,2025-01-16,Email,N,Y,Resident,N,77.0,N,N,Y,2025-01-29,D,Social Renter,Resident,8.0,732.0,Y,Y,2020-03-26,Zone 1 - Agreement,160.7,Tier 3 – High Risk
645227299,1997-08-03,3219.0,2023-03-20,Email,N,Y,Resident,N,15.0,N,Y,N,2023-03-11,E,Social Renter,Resident,2.0,506.0,Y,Y,2025-09-27,Zone 1 - Agreement,212.6,Tier 3 – High Risk
666201152,1999-06-14,2913.0,2025-03-21,Phone,N,N,Resident,Y,8.0,N,N,N,2024-09-10,F,Private Renter,Resident,7.0,151.0,N,Y,2020-10-21,Zone 1 - Agreement,213.1,Tier 3 – High Risk
193700333,2000-05-29,4.0,2025-03-11,SMS,Y,N,Resident,N,99.0,N,Y,Y,2025-03-23,C,Owner,Resident,7.0,958.0,Y,N,2022-10-19,Zone 1 - Agreement,97.8,Tier 2 – Medium Risk
995958681,2008-03-01,,2025-03-29,Email,N,Y,Unmatched,,,,,,,E,Social Renter,Resident,5.0,92.0,Y,Y,2023-12-08,Zone 3 - Only dp3 says Resident,212.6,Tier 3 – High Risk
307046892,2014-08-05,58.0,2025-03-29,SMS,Y,N,Resident,N,92.0,N,Y,Y,2025-03-10,,Owner,Resident,4.0,990.0,Y,Y,2025-03-16,Zone 1 - Agreement,,
330902021,2001-05-11,62.0,2025-04-03,Email,N,Y,Resident,N,87.0,N,N,Y,2025-04-02,B,Owner,Resident,5.0,964.0,Y,Y,2023-10-16,Zone 1 - Agreement,81.6,Tier 2 – Medium Risk
570996218,2007-11-03,2736.0,2024-10-23,Email,N,Y,Resident,N,53.0,N,Y,N,2024-09-16,,Private Renter,Resident,3.0,677.0,Y,Y,2025-05-10,Zone 1 - Agreement,,
557283809,1997-06-23,387.0,2025-03-08,SMS,Y,N,Resident,N,77.0,N,Y,Y,2025-02-24,D,Private Renter,Resident,7.0,857.0,Y,Y,2023-12-29,Zone 1 - Agreement,136.7,Tier 3 – High Risk
347770789,2017-08-06,51.0,2025-04-08,SMS,Y,N,Resident,N,89.0,N,Y,Y,2025-03-13,B,Private Renter,Resident,6.0,976.0,Y,Y,2024-07-16,Zone 1 - Agreement,86.8,Tier 2 – Medium Risk
350205093,2016-07-01,318.0,2025-03-03,SMS,Y,N,Deceased,N,0.0,Y,Y,Y,2025-03-06,,,Deceased,,,Y,Y,,Zone 4 - Neither says Resident,,
368893612,2010-02-04,3349.0,2024-03-11,Letter,N,N,Unmatched,,,,,,,F,Social Renter,Unmatched,,,,,,Zone 4 - Neither says Resident,238.0,Tier 3 – High Risk
254088791,2007-11-14,2301.0,,Phone,N,N,Resident,N,50.0,N,Y,N,2025-02-08,F,Private Renter,Resident,6.0,599.0,Y,Y,2024-02-03,Zone 1 - Agreement,213.1,Tier 3 – High Risk
606163220,1998-07-13,83.0,2025-04-05,SMS,Y,N,Forwarding Address,N,90.0,N,Y,Y,2025-03-19,D,Owner,Resident,3.0,969.0,Y,Y,2025-07-25,Zone 3 - Only dp3 says Resident,137.0,Tier 3 – High Risk
629475037,1998-04-10,4847.0,2023-03-21,Letter,N,N,Deceased,N,0.0,Y,N,N,2020-07-23,C,Social Renter,Deceased,,,N,Y,,Zone 4 - Neither says Resident,144.7,Tier 3 – High Risk
254780176,2006-01-28,30.0,2025-04-05,SMS,Y,N,Deceased,N,0.0,Y,Y,Y,2025-03-24,A,Private Renter,Deceased,,,Y,Y,,Zone 4 - Neither says Resident,73.0,Tier 2 – Medium Risk
575303542,2004-12-22,1793.0,2024-12-29,SMS,Y,N,Unmatched,,,,,,,,Social Renter,Forwarding Address,5.0,834.0,N,Y,2023-11-25,Zone 4 - Neither says Resident,,
812238987,1995-07-05,1606.0,2024-12-05,Email,N,Y,Resident,N,61.0,N,N,N,2025-03-05,,Owner,Unmatched,,,,,,Zone 2 - Only dp1 says Resident,,
771698603,2004-10-07,69.0,2025-04-01,SMS,Y,N,Forwarding Address,N,88.0,N,Y,Y,2025-03-10,B,Private Renter,Deceased,,,Y,N,,Zone 4 - Neither says Resident,86.8,Tier 2 – Medium Risk
140611002,2006-11-06,10.0,2025-03-24,Email,N,Y,Unmatched,,,,,,,A,Private Renter,Deceased,,,Y,Y,,Zone 4 - Neither says Resident,73.0,Tier 2 – Medium Risk
799845958,1995-05-18,92.0,2025-03-21,SMS,Y,N,Unmatched,,,,,,,,Owner,Forwarding Address,2.0,956.0,Y,Y,2025-09-30,Zone 4 - Neither says Resident,,
922056652,2009-08-13,2171.0,2024-12-09,SMS,Y,N,Resident,N,35.0,N,N,N,2025-01-06,F,Owner,Resident,1.0,568.0,Y,Y,2025-10-03,Zone 1 - Agreement,171.5,Tier 3 – High Risk
980110692,2002-07-14,3170.0,2024-10-27,Email,N,Y,Deceased,N,0.0,Y,N,N,2023-09-26,,Social Renter,Deceased,,,Y,Y,,Zone 4 - Neither says Resident,,
672680634,2006-10-08,1343.0,2025-03-16,Email,N,Y,Deceased,N,0.0,Y,N,Y,2025-02-06,B,Social Renter,Deceased,,,Y,Y,,Zone 4 - Neither says Resident,99.0,Tier 2 – Medium Risk
274690833,2010-12-10,1084.0,2025-01-11,Email,N,Y,Resident,N,61.0,N,N,Y,2025-01-12,D,Private Renter,Resident,5.0,825.0,Y,Y,2024-08-24,Zone 1 - Agreement,136.7,Tier 3 – High Risk
406790663,2004-04-27,,2025-04-01,SMS,Y,N,Unmatched,,,,,,,A,Owner,Unmatched,,,,,,Zone 4 - Neither says Resident,73.5,Tier 2 – Medium Risk
302325791,1998-07-17,36.0,,SMS,Y,N,Resident,N,95.0,N,Y,Y,2025-03-31,A,Private Renter,Resident,2.0,963.0,Y,Y,2025-09-19,Zone 1 - Agreement,73.0,Tier 2 – Medium Risk
877038640,2010-09-22,2776.0,2025-02-07,Phone,N,N,Unmatched,,,,,,,,,Unmatched,,,,,,Zone 4 - Neither says Resident,,
233055916,1997-03-20,34.0,2025-03-12,SMS,Y,N,Unmatched,,,,,,,C,Owner,Forwarding Address,8.0,974.0,Y,Y,2019-11-27,Zone 4 - Neither says Resident,97.8,Tier 2 – Medium Risk
261904985,1999-11-17,2584.0,2024-11-08,Phone,N,N,Forwarding Address,N,31.0,N,N,Y,2024-10-27,E,Owner,Resident,2.0,511.0,Y,Y,2025-09-18,Zone 3 - Only dp3 says Resident,144.4,Tier 3 – High Risk
363879996,2001-10-13,,2025-03-23,Email,N,Y,Resident,N,83.0,N,N,Y,2025-03-27,C,Private Renter,Resident,4.0,499.0,Y,Y,2024-09-22,Zone 1 - Agreement,108.1,Tier 3 – High Risk
948003049,2000-09-30,71.0,2025-04-04,SMS,Y,N,Resident,N,87.0,N,Y,Y,2025-04-03,B,Private Renter,Resident,1.0,986.0,Y,Y,2025-10-03,Zone 1 - Agreement,86.8,Tier 2 – Medium Risk
286844148,1997-06-13,82.0,2025-04-06,SMS,Y,N,Unmatched,,,,,,,,Owner,Forwarding Address,4.0,952.0,Y,Y,2025-01-08,Zone 4 - Neither says Resident,,
957994679,2006-01-30,1192.0,2025-02-04,Phone,N,N,Resident,N,66.0,N,N,N,2025-01-02,C,Social Renter,Resident,4.0,847.0,Y,N,2024-09-17,Zone 1 - Agreement,144.7,Tier 3 – High Risk
